Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\icuuc.dll

File Type: DLL

  Section contains the following exports for icuuc.dll

    00000000 characteristics
    A6331E83 time date stamp
        0.00 version
           1 ordinal base
        2815 number of functions
        2815 number of names

    ordinal hint RVA      name

       1525  5F4 000071D0 ?length@UnicodeString@icu@@QEBAHXZ
       1526  5F5 0000E5F0 ?lengthDelta@Edits@icu@@QEBAHXZ
       1527  5F6 0002AB20 ?loadListFormatInternal@ListFormatter@icu@@CAPEAUListFormatInternal@2@AEBVLocale@2@PEBDAEAW4UErrorCode@@@Z
       1528  5F7 0009CBA0 ?loadRange@UnicodeSetIterator@icu@@MEAAXH@Z
       1529  5F8 0004BD90 ?makeBranchSubNode@StringTrieBuilder@icu@@IEAAPEAVNode@12@HHHHAEAW4UErrorCode@@@Z
       1530  5F9 00039950 ?makeCanonIterDataFromNorm16@Normalizer2Impl@icu@@AEBAXHHGAEAUCanonIterData@2@AEAW4UErrorCode@@@Z
       1531  5FA 00039BA0 ?makeFCD@Normalizer2Impl@icu@@QEBAPEB_SPEB_S0PEAVReorderingBuffer@2@AEAW4UErrorCode@@@Z
       1532  5FB 00039F40 ?makeFCDAndAppend@Normalizer2Impl@icu@@QEBAXPEB_S0CAEAVUnicodeString@2@AEAVReorderingBuffer@2@AEAW4UErrorCode@@@Z
       1533  5FC 0001DDD0 ?makeInstance@BreakIterator@icu@@CAPEAV12@AEBVLocale@2@HAEAW4UErrorCode@@@Z
       1534  5FD 0004C0D0 ?makeNode@StringTrieBuilder@icu@@IEAAPEAVNode@12@HHHAEAW4UErrorCode@@@Z
       1535  5FE 000225D0 ?mapAlgorithmic@Normalizer2Impl@icu@@AEBAHHG@Z
       1536  5FF 0000E480 ?matchNodesCanHaveValues@BytesTrieBuilder@icu@@EEBACXZ
       1537  600 0000E4A0 ?matchNodesCanHaveValues@UCharsTrieBuilder@icu@@EEBACXZ
       1538  601 0008C4A0 ?matchRest@UnicodeSet@icu@@CAHAEBVReplaceable@2@HHAEBVUnicodeString@2@@Z
       1539  602 00026100 ?matches@BytesDictionaryMatcher@icu@@UEBAHPEAUUText@@HHPEAH111@Z
       1540  603 000262A0 ?matches@UCharsDictionaryMatcher@icu@@UEBAHPEAUUText@@HHPEAH111@Z
       1541  604 0008A9A0 ?matches@UnicodeFilter@icu@@UEAA?AW4UMatchDegree@2@AEBVReplaceable@2@AEAHHC@Z
       1542  605 0008C5A0 ?matches@UnicodeSet@icu@@UEAA?AW4UMatchDegree@2@AEBVReplaceable@2@AEAHHC@Z
       1543  606 0008C730 ?matchesIndexValue@UnicodeSet@icu@@EEBACE@Z
       1544  607 00026F00 ?mergeAndAppend@Edits@icu@@QEAAAEAV12@AEBV12@0AEAW4UErrorCode@@@Z
       1545  608 0005CE10 ?move32@UCharCharacterIterator@icu@@UEAAHHW4EOrigin@CharacterIterator@2@@Z
       1546  609 0005D040 ?move@UCharCharacterIterator@icu@@UEAAHHW4EOrigin@CharacterIterator@2@@Z
       1547  60A 000271D0 ?moveArray@Edits@icu@@AEAAAEAV12@AEAV12@@Z
       1548  60B 00093C80 ?moveFrom@UnicodeString@icu@@QEAAAEAV12@AEAV12@@Z
       1549  60C 00093CC0 ?moveIndex32@UnicodeString@icu@@QEBAHHH@Z
       1550  60D 000AF870 ?nameToASCII_UTF8@IDNA@icu@@UEBAXVStringPiece@2@AEAVByteSink@2@AEAVIDNAInfo@2@AEAW4UErrorCode@@@Z
       1551  60E 000AF9B0 ?nameToUnicodeUTF8@IDNA@icu@@UEBAXVStringPiece@2@AEAVByteSink@2@AEAVIDNAInfo@2@AEAW4UErrorCode@@@Z
       1552  60F 0001EA80 ?newLength@Iterator@Edits@icu@@QEBAHXZ
       1553  610 0005D0A0 ?next32@UCharCharacterIterator@icu@@UEAAHXZ
       1554  611 0005D160 ?next32PostInc@UCharCharacterIterator@icu@@UEAAHXZ
       1555  612 0001F290 ?next@BytesTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
       1556  613 0001F300 ?next@BytesTrie@icu@@QEAA?AW4UStringTrieResult@@PEBDH@Z
       1557  614 000225F0 ?next@CanonicalIterator@icu@@QEAA?AVUnicodeString@2@XZ
       1558  615 00054F80 ?next@FullCaseFoldingIterator@icu@@QEAAHAEAVUnicodeString@2@@Z
       1559  616 00020980 ?next@Iterator@BytesTrie@icu@@QEAACAEAW4UErrorCode@@@Z
       1560  617 00027280 ?next@Iterator@Edits@icu@@AEAACCAEAW4UErrorCode@@@Z
       1561  618 0001EA90 ?next@Iterator@Edits@icu@@QEAACAEAW4UErrorCode@@@Z
       1562  619 0005C4B0 ?next@Iterator@UCharsTrie@icu@@QEAACAEAW4UErrorCode@@@Z
       1563  61A 0003B500 ?next@Normalizer@icu@@QEAAHXZ
       1564  61B 000401C0 ?next@RuleBasedBreakIterator@icu@@UEAAHH@Z
       1565  61C 00040230 ?next@RuleBasedBreakIterator@icu@@UEAAHXZ
       1566  61D 000A29C0 ?next@StringEnumeration@icu@@UEAAPEBDPEAHAEAW4UErrorCode@@@Z
       1567  61E 0005D1D0 ?next@UCharCharacterIterator@icu@@UEAA_SXZ
       1568  61F 0005AF10 ?next@UCharsTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
       1569  620 0005AF80 ?next@UCharsTrie@icu@@QEAA?AW4UStringTrieResult@@VConstChar16Ptr@2@H@Z
       1570  621 000A2A80 ?next@UStringEnumeration@icu@@UEAAPEBDPEAHAEAW4UErrorCode@@@Z
       1571  622 0009CBD0 ?next@UnicodeSetIterator@icu@@QEAACXZ
       1572  623 0001E020 ?nextElement@Hashtable@icu@@QEBAPEBUUHashElement@@AEAH@Z
       1573  624 000226C0 ?nextFCD16@Normalizer2Impl@icu@@QEBAGAEAPEB_SPEB_S@Z
       1574  625 0005B150 ?nextForCodePoint@UCharsTrie@icu@@QEAA?AW4UStringTrieResult@@H@Z
       1575  626 0001F470 ?nextImpl@BytesTrie@icu@@AEAA?AW4UStringTrieResult@@PEBEH@Z
       1576  627 0005B1B0 ?nextImpl@UCharsTrie@icu@@AEAA?AW4UStringTrieResult@@PEB_SH@Z
       1577  628 0003B570 ?nextNormalize@Normalizer@icu@@AEAACXZ
       1578  629 0005D200 ?nextPostInc@UCharCharacterIterator@icu@@UEAA_SXZ
       1579  62A 0009CC60 ?nextRange@UnicodeSetIterator@icu@@QEAACXZ
       1580  62B 0004AE50 ?noHardReferences@SharedObject@icu@@QEBACXZ
       1581  62C 00027460 ?noNext@Iterator@Edits@icu@@AEAACXZ
       1582  62D 00022770 ?norm16HasCompBoundaryAfter@Normalizer2Impl@icu@@AEBACGC@Z
       1583  62E 000227A0 ?norm16HasCompBoundaryBefore@Normalizer2Impl@icu@@AEBACG@Z
       1584  62F 0003A0D0 ?norm16HasDecompBoundaryAfter@Normalizer2Impl@icu@@QEBACG@Z
       1585  630 0003A160 ?norm16HasDecompBoundaryBefore@Normalizer2Impl@icu@@QEBACG@Z
       1586  631 00029510 ?normalize@FilteredNormalizer2@icu@@AEBAAEAVUnicodeString@2@AEBV32@AEAV32@W4USetSpanCondition@@AEAW4UErrorCode@@@Z
       1587  632 00029640 ?normalize@FilteredNormalizer2@icu@@UEBAAEAVUnicodeString@2@AEBV32@AEAV32@AEAW4UErrorCode@@@Z
       1588  633 000227C0 ?normalize@Normalizer2@icu@@QEBA?AVUnicodeString@2@AEBV32@AEAW4UErrorCode@@@Z
       1589  634 0003B6E0 ?normalize@Normalizer@icu@@SAXAEBVUnicodeString@2@W4UNormalizationMode@@HAEAV32@AEAW4UErrorCode@@@Z
       1590  635 000296D0 ?normalizeSecondAndAppend@FilteredNormalizer2@icu@@AEBAAEAVUnicodeString@2@AEAV32@AEBV32@CAEAW4UErrorCode@@@Z
       1591  636 000298E0 ?normalizeSecondAndAppend@FilteredNormalizer2@icu@@UEBAAEAVUnicodeString@2@AEAV32@AEBV32@AEAW4UErrorCode@@@Z
       1592  637 00029900 ?normalizeUTF8@FilteredNormalizer2@icu@@AEBAXIPEBDHAEAVByteSink@2@PEAVEdits@2@W4USetSpanCondition@@AEAW4UErrorCode@@@Z
       1593  638 00029A20 ?normalizeUTF8@FilteredNormalizer2@icu@@UEBAXIVStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1594  639 00035830 ?normalizeUTF8@Normalizer2@icu@@UEBAXIVStringPiece@2@AEAVByteSink@2@PEAVEdits@2@AEAW4UErrorCode@@@Z
       1595  63A 0004A840 ?notifyChanged@ICUNotifier@icu@@UEAAXXZ
       1596  63B 00048F60 ?notifyListener@ICUService@icu@@MEBAXAEAVEventListener@2@@Z
       1597  63C 0010A440 ?npos@StringPiece@icu@@2HB
       1598  63D 00018190 ?numberOfChanges@Edits@icu@@QEBAHXZ
       1599  63E 00018180 ?oldLength@Iterator@Edits@icu@@QEBAHXZ
       1600  63F 000B1BB0 ?orphanElementAt@UVector@icu@@QEAAPEAXH@Z
       1601  640 0001BEF0 ?orphanOrClone@?$MaybeStackArray@D$0CI@@icu@@QEAAPEADHAEAH@Z
       1602  641 00093DD0 ?padLeading@UnicodeString@icu@@QEAACH_S@Z
       1603  642 00093EB0 ?padTrailing@UnicodeString@icu@@QEAACH_S@Z
       1604  643 000333C0 ?parse@MessagePattern@icu@@QEAAAEAV12@AEBVUnicodeString@2@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1605  644 00033420 ?parseArg@MessagePattern@icu@@AEAAHHHHPEAUUParseError@@AEAW4UErrorCode@@@Z
       1606  645 000337C0 ?parseArgNumber@MessagePattern@icu@@AEAAHHH@Z
       1607  646 000337D0 ?parseArgNumber@MessagePattern@icu@@CAHAEBVUnicodeString@2@HH@Z
       1608  647 000A9AE0 ?parseChar@ICU_Utility@icu@@SACAEBVUnicodeString@2@AEAH_S@Z
       1609  648 000338B0 ?parseChoiceStyle@MessagePattern@icu@@AEAAHHHPEAUUParseError@@AEAW4UErrorCode@@@Z
       1610  649 00033A80 ?parseChoiceStyle@MessagePattern@icu@@QEAAAEAV12@AEBVUnicodeString@2@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1611  64A 00033AE0 ?parseDouble@MessagePattern@icu@@AEAAXHHCPEAUUParseError@@AEAW4UErrorCode@@@Z
       1612  64B 000A9CC0 ?parseInteger@ICU_Utility@icu@@SAHAEBVUnicodeString@2@AEAHH@Z
       1613  64C 00033CE0 ?parseMessage@MessagePattern@icu@@AEAAHHHHW4UMessagePatternArgType@@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1614  64D 000A9DB0 ?parseNumber@ICU_Utility@icu@@SAHAEBVUnicodeString@2@AEAHC@Z
       1615  64E 000A9B60 ?parsePattern@ICU_Utility@icu@@SAHAEBVUnicodeString@2@AEBVReplaceable@2@HH@Z
       1616  64F 000A9E40 ?parsePattern@ICU_Utility@icu@@SAHAEBVUnicodeString@2@HH0PEAH@Z
       1617  650 00033FF0 ?parsePluralOrSelectStyle@MessagePattern@icu@@AEAAHW4UMessagePatternArgType@@HHPEAUUParseError@@AEAW4UErrorCode@@@Z
       1618  651 00034460 ?parsePluralStyle@MessagePattern@icu@@QEAAAEAV12@AEBVUnicodeString@2@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1619  652 00048F80 ?parsePrefix@ICUServiceKey@icu@@SAAEAVUnicodeString@2@AEAV32@@Z
       1620  653 000344C0 ?parseSelectStyle@MessagePattern@icu@@QEAAAEAV12@AEBVUnicodeString@2@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1621  654 00034520 ?parseSimpleStyle@MessagePattern@icu@@AEAAHHPEAUUParseError@@AEAW4UErrorCode@@@Z
       1622  655 00048FC0 ?parseSuffix@ICUServiceKey@icu@@SAAEAVUnicodeString@2@AEAV32@@Z
       1623  656 000A9F50 ?parseUnicodeIdentifier@ICU_Utility@icu@@SA?AVUnicodeString@2@AEBV32@AEAH@Z
       1624  657 00034640 ?partSubstringMatches@MessagePattern@icu@@QEBACAEBVPart@12@AEBVUnicodeString@2@@Z
       1625  658 0001BA50 ?peek@UStack@icu@@QEBAPEAXXZ
       1626  659 0001BA70 ?peeki@UStack@icu@@QEBAHXZ
       1627  65A 0001BA60 ?peeki@UVector32@icu@@QEBAHXZ
       1628  65B 00022810 ?permute@CanonicalIterator@icu@@SAXAEAVUnicodeString@2@CPEAVHashtable@2@AEAW4UErrorCode@@@Z
       1629  65C 000197D0 ?pinIndex@UnicodeString@icu@@AEBAXAEAH@Z
       1630  65D 00008600 ?pinIndices@UnicodeString@icu@@AEBAXAEAH0@Z
       1631  65E 0009FFC0 ?pop@UStack@icu@@QEAAPEAXXZ
       1632  65F 0001BF90 ?popFrame@UVector32@icu@@QEAAPEAHH@Z
       1633  660 000B2E90 ?popFrame@UVector64@icu@@QEAAPEA_JH@Z
       1634  661 000A0010 ?popi@UStack@icu@@QEAAHXZ
       1635  662 0001BFC0 ?popi@UVector32@icu@@QEAAHXZ
       1636  663 000B2EC0 ?popi@UVector64@icu@@QEAA_JXZ
       1637  664 00034670 ?postParse@MessagePattern@icu@@AEAAXXZ
       1638  665 000346A0 ?preParse@MessagePattern@icu@@AEAAXAEBVUnicodeString@2@PEAUUParseError@@AEAW4UErrorCode@@@Z
       1639  666 00040270 ?preceding@RuleBasedBreakIterator@icu@@UEAAHH@Z
       1640  667 000174B0 ?prefix@ICUServiceKey@icu@@UEBAAEAVUnicodeString@2@AEAV32@@Z
       1641  668 00049910 ?prefix@LocaleKey@icu@@UEBAAEAVUnicodeString@2@AEAV32@@Z
       1642  669 0005D230 ?previous32@UCharCharacterIterator@icu@@UEAAHXZ
       1643  66A 00027480 ?previous@Iterator@Edits@icu@@AEAACAEAW4UErrorCode@@@Z
       1644  66B 0003B830 ?previous@Normalizer@icu@@QEAAHXZ
       1645  66C 00040310 ?previous@RuleBasedBreakIterator@icu@@UEAAHXZ
       1646  66D 0005D2A0 ?previous@UCharCharacterIterator@icu@@UEAA_SXZ
       1647  66E 0003A1B0 ?previousCC@ReorderingBuffer@icu@@AEAAEXZ
       1648  66F 00022A30 ?previousFCD16@Normalizer2Impl@icu@@QEBAGPEB_SAEAPEB_S@Z
       1649  670 0003B890 ?previousNormalize@Normalizer@icu@@AEAACXZ
       1650  671 0001BFE0 ?push@UStack@icu@@QEAAHHAEAW4UErrorCode@@@Z
       1651  672 0001C000 ?push@UStack@icu@@QEAAPEAXPEAXAEAW4UErrorCode@@@Z
       1652  673 0001C020 ?push@UVector32@icu@@QEAAHHAEAW4UErrorCode@@@Z
       1653  674 000B2EE0 ?push@UVector64@icu@@QEAA_J_JAEAW4UErrorCode@@@Z
       1654  675 0001E030 ?put@Hashtable@icu@@QEAAPEAXAEBVUnicodeString@2@PEAXAEAW4UErrorCode@@@Z
       1655  676 0001E0A0 ?puti@Hashtable@icu@@QEAAHAEBVUnicodeString@2@HAEAW4UErrorCode@@@Z
       1656  677 00029A80 ?quickCheck@FilteredNormalizer2@icu@@UEBA?AW4UNormalizationCheckResult@@AEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1657  678 00026010 ?quickCheck@Normalizer@icu@@SA?AW4UNormalizationCheckResult@@AEBVUnicodeString@2@W4UNormalizationMode@@AEAW4UErrorCode@@@Z
       1658  679 0003BA00 ?quickCheck@Normalizer@icu@@SA?AW4UNormalizationCheckResult@@AEBVUnicodeString@2@W4UNormalizationMode@@HAEAW4UErrorCode@@@Z
       1659  67A 00049000 ?reInitializeFactories@ICUService@icu@@MEAAXXZ
       1660  67B 000276D0 ?readLength@Iterator@Edits@icu@@AEAAHH@Z
       1661  67C 0001C040 ?readNodeValue@UCharsTrie@icu@@CAHPEB_SH@Z
       1662  67D 0001F520 ?readValue@BytesTrie@icu@@CAHPEBEH@Z
       1663  67E 0001C080 ?readValue@UCharsTrie@icu@@CAHPEB_SH@Z
       1664  67F 0003A220 ?recompose@Normalizer2Impl@icu@@AEBAXAEAVReorderingBuffer@2@HC@Z
       1665  680 00093F70 ?refCount@UnicodeString@icu@@AEBAHXZ
       1666  681 000403A0 ?refreshInputText@RuleBasedBreakIterator@icu@@UEAAAEAV12@PEAUUText@@AEAW4UErrorCode@@@Z
       1667  682 00049020 ?registerFactory@ICUService@icu@@UEAAPEBXPEAVICUServiceFactory@2@AEAW4UErrorCode@@@Z
       1668  683 0004C520 ?registerFinalValue@StringTrieBuilder@icu@@IEAAPEAVNode@12@HAEAW4UErrorCode@@@Z
       1669  684 0001E120 ?registerInstance@BreakIterator@icu@@SAPEBXPEAV12@AEBVLocale@2@W4UBreakIteratorType@@AEAW4UErrorCode@@@Z
       1670  685 0004A3B0 ?registerInstance@ICULocaleService@icu@@UEAAPEBXPEAVUObject@2@AEBVLocale@2@AEAW4UErrorCode@@@Z
       1671  686 0004A3E0 ?registerInstance@ICULocaleService@icu@@UEAAPEBXPEAVUObject@2@AEBVLocale@2@HAEAW4UErrorCode@@@Z
       1672  687 0004A410 ?registerInstance@ICULocaleService@icu@@UEAAPEBXPEAVUObject@2@AEBVLocale@2@HHAEAW4UErrorCode@@@Z
       1673  688 0004A4C0 ?registerInstance@ICULocaleService@icu@@UEAAPEBXPEAVUObject@2@AEBVUnicodeString@2@CAEAW4UErrorCode@@@Z
       1674  689 00049180 ?registerInstance@ICUService@icu@@QEAAPEBXPEAVUObject@2@AEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1675  68A 000491B0 ?registerInstance@ICUService@icu@@UEAAPEBXPEAVUObject@2@AEBVUnicodeString@2@CAEAW4UErrorCode@@@Z
       1676  68B 0004C620 ?registerNode@StringTrieBuilder@icu@@IEAAPEAVNode@12@PEAV312@AEAW4UErrorCode@@@Z
       1677  68C 0001ADB0 ?releaseArray@?$MaybeStackArray@D$0CI@@icu@@AEAAXXZ
       1678  68D 00026780 ?releaseArray@Edits@icu@@AEAAXXZ
       1679  68E 00093F90 ?releaseArray@UnicodeString@icu@@AEAAXXZ
       1680  68F 00006EF0 ?releaseBuffer@UnicodeString@icu@@QEAAXH@Z
       1681  690 00002A30 ?releasePattern@UnicodeSet@icu@@AEAAXXZ
       1682  691 0001E1B0 ?remove@Hashtable@icu@@QEAAPEAXAEBVUnicodeString@2@@Z
       1683  692 0003A6A0 ?remove@ReorderingBuffer@icu@@QEAAXXZ
       1684  693 00028EE0 ?remove@UStringSet@icu@@QEAACAEBVUnicodeString@2@AEAW4UErrorCode@@@Z
       1685  694 0008C820 ?remove@UnicodeSet@icu@@QEAAAEAV12@AEBVUnicodeString@2@@Z
       1686  695 0008C8A0 ?remove@UnicodeSet@icu@@QEAAAEAV12@H@Z
       1687  696 0008C8B0 ?remove@UnicodeSet@icu@@UEAAAEAV12@HH@Z
       1688  697 00019810 ?remove@UnicodeString@icu@@QEAAAEAV12@HH@Z
       1689  698 00019850 ?remove@UnicodeString@icu@@QEAAAEAV12@XZ
       1690  699 0001E1C0 ?removeAll@Hashtable@icu@@QEAAXXZ
       1691  69A 000B26C0 ?removeAll@UVector32@icu@@QEAACAEBV12@@Z
       1692  69B 000B1C10 ?removeAll@UVector@icu@@QEAACAEBV12@@Z
       1693  69C 0008C940 ?removeAll@UnicodeSet@icu@@QEAAAEAV12@AEBVUnicodeString@2@@Z
       1694  69D 0008C9A0 ?removeAll@UnicodeSet@icu@@UEAAAEAV12@AEBV12@@Z
       1695  69E 000B2740 ?removeAllElements@UVector32@icu@@QEAAXXZ
       1696  69F 000B2740 ?removeAllElements@UVector64@icu@@QEAAXXZ
       1697  6A0 000B1C80 ?removeAllElements@UVector@icu@@QEAAXXZ
       1698  6A1 0008CA00 ?removeAllStrings@UnicodeSet@icu@@UEAAAEAV12@XZ
       1699  6A2 00019870 ?removeBetween@UnicodeString@icu@@QEAAAEAV12@HH@Z
       1700  6A3 000B1CE0 ?removeElement@UVector@icu@@QEAACPEAX@Z
       1701  6A4 000B2750 ?removeElementAt@UVector32@icu@@QEAAXH@Z
       1702  6A5 000B1D20 ?removeElementAt@UVector@icu@@QEAAXH@Z
       1703  6A6 0000B170 ?removeHardRef@UnifiedCache@icu@@AEBAHPEBVSharedObject@2@@Z
       1704  6A7 0004A8C0 ?removeListener@ICUNotifier@icu@@UEAAXPEBVEventListener@2@AEAW4UErrorCode@@@Z
       1705  6A8 0000BF80 ?removeRef@SharedObject@icu@@QEBAXXZ
       1706  6A9 00093FD0 ?removeRef@UnicodeString@icu@@AEAAHXZ
       1707  6AA 0000AE30 ?removeSoftRef@UnifiedCache@icu@@AEBAXPEBVSharedObject@2@@Z
       1708  6AB 0003A6D0 ?removeSuffix@ReorderingBuffer@icu@@QEAAXH@Z
       1709  6AC 000198A0 ?remove_prefix@StringPiece@icu@@QEAAXH@Z
       1710  6AD 000198D0 ?remove_suffix@StringPiece@icu@@QEAAXH@Z
       1711  6AE 0001E1B0 ?removei@Hashtable@icu@@QEAAHAEBVUnicodeString@2@@Z
       1712  6AF 000198F0 ?replace@UnicodeString@icu@@QEAAAEAV12@HHAEBV12@@Z
       1713  6B0 00019950 ?replace@UnicodeString@icu@@QEAAAEAV12@HHAEBV12@HH@Z
       1714  6B1 00093FF0 ?replace@UnicodeString@icu@@QEAAAEAV12@HHH@Z
       1715  6B2 00019960 ?replace@UnicodeString@icu@@QEAAAEAV12@HHPEB_SHH@Z
       1716  6B3 00019970 ?replace@UnicodeString@icu@@QEAAAEAV12@HHVConstChar16Ptr@2@H@Z
       1717  6B4 000199A0 ?replace@UnicodeString@icu@@QEAAAEAV12@HH_S@Z
       1718  6B5 000199D0 ?replaceBetween@UnicodeString@icu@@QEAAAEAV12@HHAEBV12@@Z
       1719  6B6 00019A30 ?replaceBetween@UnicodeString@icu@@QEAAAEAV12@HHAEBV12@HH@Z
       1720  6B7 0001EAB0 ?replacementIndex@Iterator@Edits@icu@@QEBAHXZ
       1721  6B8 0008FBC0 ?resemblesPattern@UnicodeSet@icu@@SACAEBVUnicodeString@2@H@Z
       1722  6B9 0008FC20 ?resemblesPropertyPattern@UnicodeSet@icu@@CACAEAVRuleCharacterIterator@2@H@Z
       1723  6BA 0008FCF0 ?resemblesPropertyPattern@UnicodeSet@icu@@CACAEBVUnicodeString@2@H@Z
       1724  6BB 0000E4A0 ?reserveAppendCapacity@Appendable@icu@@UEAACH@Z
       1725  6BC 00094080 ?reserveAppendCapacity@UnicodeStringAppendable@icu@@UEAACH@Z
       1726  6BD 0001C0B0 ?reserveBlock@UVector32@icu@@QEAAPEAHHAEAW4UErrorCode@@@Z
       1727  6BE 000B2F00 ?reserveBlock@UVector64@icu@@QEAAPEA_JHAEAW4UErrorCode@@@Z
       1728  6BF 0001C100 ?reset@BytesTrie@icu@@QEAAAEAV12@XZ
       1729  6C0 00022AD0 ?reset@CanonicalIterator@icu@@QEAAXXZ
       1730  6C1 00027730 ?reset@Edits@icu@@QEAAXXZ
       1731  6C2 00027970 ?reset@ErrorCode@icu@@QEAA?AW4UErrorCode@@XZ
       1732  6C3 000492E0 ?reset@ICUService@icu@@UEAAXXZ
       1733  6C4 000B0B00 ?reset@IDNAInfo@icu@@AEAAXXZ
       1734  6C5 00020B40 ?reset@Iterator@BytesTrie@icu@@QEAAAEAV123@XZ
       1735  6C6 0005C6C0 ?reset@Iterator@UCharsTrie@icu@@QEAAAEAV123@XZ
       1736  6C7 0003BAB0 ?reset@Normalizer@icu@@QEAAXXZ
       1737  6C8 0001C100 ?reset@UCharsTrie@icu@@QEAAAEAV12@XZ
       1738  6C9 000A2A90 ?reset@UStringEnumeration@icu@@UEAAXAEAW4UErrorCode@@@Z
       1739  6CA 0009CCF0 ?reset@UnicodeSetIterator@icu@@QEAAXAEBVUnicodeSet@2@@Z
       1740  6CB 0009CD00 ?reset@UnicodeSetIterator@icu@@QEAAXXZ
       1741  6CC 000470D0 ?resetIterator@ResourceBundle@icu@@QEAAXXZ
       1742  6CD 0001C120 ?resetToState@BytesTrie@icu@@QEAAAEAV12@AEBVState@12@@Z
       1743  6CE 0001C120 ?resetToState@UCharsTrie@icu@@QEAAAEAV12@AEBVState@12@@Z
       1744  6CF 00008570 ?resize@?$MaybeStackArray@D$0CI@@icu@@QEAAPEADHH@Z
       1745  6D0 0003A730 ?resize@ReorderingBuffer@icu@@AEAACHAEAW4UErrorCode@@@Z
       1746  6D1 0008CA30 ?retain@UnicodeSet@icu@@AEAAXPEBHHC@Z
       1747  6D2 0008CC70 ?retain@UnicodeSet@icu@@QEAAAEAV12@H@Z
       1748  6D3 0008CC80 ?retain@UnicodeSet@icu@@UEAAAEAV12@HH@Z
       1749  6D4 000B27A0 ?retainAll@UVector32@icu@@QEAACAEBV12@@Z
       1750  6D5 000B1D60 ?retainAll@UVector@icu@@QEAACAEBV12@@Z
       1751  6D6 0008CD10 ?retainAll@UnicodeSet@icu@@QEAAAEAV12@AEBVUnicodeString@2@@Z
       1752  6D7 0008CD70 ?retainAll@UnicodeSet@icu@@UEAAAEAV12@AEBV12@@Z
       1753  6D8 00019A50 ?retainBetween@UnicodeString@icu@@QEAAAEAV12@HH@Z
       1754  6D9 00019AA0 ?reverse@UnicodeString@icu@@QEAAAEAV12@HH@Z
       1755  6DA 00019AB0 ?reverse@UnicodeString@icu@@QEAAAEAV12@XZ
       1756  6DB 0001C150 ?saveState@BytesTrie@icu@@QEBAAEBV12@AEAVState@12@@Z
       1757  6DC 0001C150 ?saveState@UCharsTrie@icu@@QEBAAEBV12@AEAVState@12@@Z
       1758  6DD 000A0060 ?search@UStack@icu@@QEBAHPEAX@Z
       1759  6DE 0008CDD0 ?serialize@UnicodeSet@icu@@QEBAHPEAGHAEAW4UErrorCode@@@Z
       1760  6DF 00027980 ?set@ErrorCode@icu@@QEAAXW4UErrorCode@@@Z
       1761  6E0 0004B810 ?set@StringPiece@icu@@QEAAXPEBD@Z
       1762  6E1 00019AE0 ?set@StringPiece@icu@@QEAAXPEBDH@Z
       1763  6E2 0008CF50 ?set@UnicodeSet@icu@@QEAAAEAV12@HH@Z
       1764  6E3 00019AF0 ?setArray@UnicodeString@icu@@AEAAXPEA_SHH@Z
       1765  6E4 000940D0 ?setCharAt@UnicodeString@icu@@QEAAAEAV12@H_S@Z
       1766  6E5 000A2AA0 ?setChars@StringEnumeration@icu@@IEAAPEAVUnicodeString@2@PEBDHAEAW4UErrorCode@@@Z
       1767  6E6 00081450 ?setComparer@UVector@icu@@QEAAP6ACTUElement@@0@ZP6AC00@Z@Z
       1768  6E7 0000E400 ?setData@UnicodeFilter@icu@@UEAAXPEBVTransliterationRuleData@2@@Z
       1769  6E8 0002FCE0 ?setDefault@Locale@icu@@SAXAEBV12@AEAW4UErrorCode@@@Z
       1770  6E9 000814E0 ?setDeleter@UVector@icu@@QEAAP6AXPEAX@ZP6AX0@Z@Z
       1771  6EA 000B2830 ?setElementAt@UVector32@icu@@QEAAXHH@Z
       1772  6EB 000B2F50 ?setElementAt@UVector64@icu@@QEAAX_JH@Z
       1773  6EC 000B1DF0 ?setElementAt@UVector@icu@@QEAAXHH@Z
       1774  6ED 000B1E60 ?setElementAt@UVector@icu@@QEAAXPEAXH@Z
       1775  6EE 0003BE40 ?setErrorIndex@ParsePosition@icu@@QEAAXH@Z
       1776  6EF 0008A850 ?setEvictionPolicy@UnifiedCache@icu@@QEAAXHHAEAW4UErrorCode@@@Z
       1777  6F0 0002FD00 ?setFromPOSIXID@Locale@icu@@IEAAXPEBD@Z
       1778  6F1 0005D2D0 ?setIndex32@UCharCharacterIterator@icu@@UEAAHH@Z
       1779  6F2 00027980 ?setIndex@ParsePosition@icu@@QEAAXH@Z
       1780  6F3 0005D390 ?setIndex@UCharCharacterIterator@icu@@UEAA_SH@Z
