Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\spacebridge.dll

File Type: DLL

  Section contains the following exports for spacebridge.dll

    00000000 characteristics
    D7EB1722 time date stamp
        0.00 version
           1 ordinal base
        1142 number of functions
        1142 number of names

    ordinal hint RVA      name

        869  364 00004970 SS_STORE_HEADER_Get_CxxSize
        870  365 00002920 SS_STORE_HEADER_Get_Id
        871  366 000028D0 SS_STORE_HEADER_Get_NumberOfBlocks
        872  367 00003DD0 SS_STORE_HEADER_Get_PendingSequence
        873  368 00007610 SS_STORE_HEADER_Get_Status
        874  369 00004650 SS_STORE_HEADER_Get_UpdateTime
        875  36A 00007630 SS_STORE_HEADER_Initialize
        876  36B 00007670 SS_STORE_HEADER_Reset
        877  36C 00004DA0 SS_STORE_HEADER_Sequence
        878  36D 00004DB0 SS_STORE_HEADER_Set_ActiveSequence
        879  36E 00002900 SS_STORE_HEADER_Set_BlockSize
        880  36F 00002B20 SS_STORE_HEADER_Set_BlockWatermark
        881  370 00002940 SS_STORE_HEADER_Set_Id
        882  371 000028E0 SS_STORE_HEADER_Set_NumberOfBlocks
        883  372 00004A60 SS_STORE_HEADER_Set_PendingSequence
        884  373 00007620 SS_STORE_HEADER_Set_Status
        885  374 00004660 SS_STORE_HEADER_Set_UpdateTime
        886  375 000076A0 SS_STORE_HEADER_Unformat
        887  376 000078C0 SS_STORE_IsHealthy
        888  377 00007BF0 SS_STORE_IsQuorate
        889  378 00007BB0 SS_STORE_IsReadable
        890  379 00007BC0 SS_STORE_IsWritable
        891  37A 00007820 SS_STORE_Load
        892  37B 000078F0 SS_STORE_NewPath
        893  37C 00007C60 SS_STORE_ReadWitness
        894  37D 00007970 SS_STORE_RemovePath
        895  37E 00007980 SS_STORE_Reset
        896  37F 00004650 SS_STORE_Sequence
        897  380 00007770 SS_STORE_Set_PresentPaths
        898  381 00007790 SS_STORE_Set_TotalPaths
        899  382 00007AE0 SS_STORE_Split
        900  383 00007870 SS_STORE_Synchronize
        901  384 00007880 SS_STORE_Synchronize2
        902  385 00007B20 SS_STORE_Unsplit
        903  386 00007BE0 SS_STORE_WritableCount
        904  387 00007C60 SS_STORE_WriteWitness
        905  388 000028B0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_BytesOffsetForCacheAlignment
        906  389 00002B10 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_BytesOffsetForSectorAlignment
        907  38A 00002890 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_BytesPerCacheLine
        908  38B 000028D0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_BytesPerLogicalSector
        909  38C 000028F0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_BytesPerPhysicalSector
        910  38D 00002F10 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_CxxSize
        911  38E 00002A50 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_Size
        912  38F 00002AB0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Get_Version
        913  390 000028C0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_BytesOffsetForCacheAlignment
        914  391 00002B20 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_BytesOffsetForSectorAlignment
        915  392 000028A0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_BytesPerCacheLine
        916  393 000028E0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_BytesPerLogicalSector
        917  394 00002900 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_BytesPerPhysicalSector
        918  395 00002A60 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_Size
        919  396 00002AC0 STORAGE_ACCESS_ALIGNMENT_DESCRIPTOR_Set_Version
        920  397 00002E50 STORAGE_ADAPTER_DESCRIPTOR_Get_AcceleratedTransfer
        921  398 00002E10 STORAGE_ADAPTER_DESCRIPTOR_Get_AdapterScansDown
        922  399 00002DF0 STORAGE_ADAPTER_DESCRIPTOR_Get_AdapterUsesPio
        923  39A 00002EF0 STORAGE_ADAPTER_DESCRIPTOR_Get_AddressType
        924  39B 000028D0 STORAGE_ADAPTER_DESCRIPTOR_Get_AlignmentMask
        925  39C 00002E90 STORAGE_ADAPTER_DESCRIPTOR_Get_BusMajorVersion
        926  39D 00002EB0 STORAGE_ADAPTER_DESCRIPTOR_Get_BusMinorVersion
        927  39E 00002E70 STORAGE_ADAPTER_DESCRIPTOR_Get_BusType
        928  39F 00002E30 STORAGE_ADAPTER_DESCRIPTOR_Get_CommandQueueing
        929  3A0 00002DE0 STORAGE_ADAPTER_DESCRIPTOR_Get_CxxSize
        930  3A1 000028B0 STORAGE_ADAPTER_DESCRIPTOR_Get_MaximumPhysicalPages
        931  3A2 00002890 STORAGE_ADAPTER_DESCRIPTOR_Get_MaximumTransferLength
        932  3A3 00002A50 STORAGE_ADAPTER_DESCRIPTOR_Get_Size
        933  3A4 00002ED0 STORAGE_ADAPTER_DESCRIPTOR_Get_SrbType
        934  3A5 00002AB0 STORAGE_ADAPTER_DESCRIPTOR_Get_Version
        935  3A6 00002E60 STORAGE_ADAPTER_DESCRIPTOR_Set_AcceleratedTransfer
        936  3A7 00002E20 STORAGE_ADAPTER_DESCRIPTOR_Set_AdapterScansDown
        937  3A8 00002E00 STORAGE_ADAPTER_DESCRIPTOR_Set_AdapterUsesPio
        938  3A9 00002F00 STORAGE_ADAPTER_DESCRIPTOR_Set_AddressType
        939  3AA 000028E0 STORAGE_ADAPTER_DESCRIPTOR_Set_AlignmentMask
        940  3AB 00002EA0 STORAGE_ADAPTER_DESCRIPTOR_Set_BusMajorVersion
        941  3AC 00002EC0 STORAGE_ADAPTER_DESCRIPTOR_Set_BusMinorVersion
        942  3AD 00002E80 STORAGE_ADAPTER_DESCRIPTOR_Set_BusType
        943  3AE 00002E40 STORAGE_ADAPTER_DESCRIPTOR_Set_CommandQueueing
        944  3AF 000028C0 STORAGE_ADAPTER_DESCRIPTOR_Set_MaximumPhysicalPages
        945  3B0 000028A0 STORAGE_ADAPTER_DESCRIPTOR_Set_MaximumTransferLength
        946  3B1 00002A60 STORAGE_ADAPTER_DESCRIPTOR_Set_Size
        947  3B2 00002EE0 STORAGE_ADAPTER_DESCRIPTOR_Set_SrbType
        948  3B3 00002AC0 STORAGE_ADAPTER_DESCRIPTOR_Set_Version
        949  3B4 000031E0 STORAGE_ADAPTER_SERIAL_NUMBER_Get_CxxSize
        950  3B5 00002C40 STORAGE_ADAPTER_SERIAL_NUMBER_Get_SerialNumber
        951  3B6 00002A50 STORAGE_ADAPTER_SERIAL_NUMBER_Get_Size
        952  3B7 00002AB0 STORAGE_ADAPTER_SERIAL_NUMBER_Get_Version
        953  3B8 000031F0 STORAGE_ADAPTER_SERIAL_NUMBER_Set_SerialNumber
        954  3B9 00002A60 STORAGE_ADAPTER_SERIAL_NUMBER_Set_Size
        955  3BA 00002AC0 STORAGE_ADAPTER_SERIAL_NUMBER_Set_Version
        956  3BB 00002D10 STORAGE_DESCRIPTOR_HEADER_Get_CxxSize
        957  3BC 00002A50 STORAGE_DESCRIPTOR_HEADER_Get_Size
        958  3BD 00002AB0 STORAGE_DESCRIPTOR_HEADER_Get_Version
        959  3BE 00002A60 STORAGE_DESCRIPTOR_HEADER_Set_Size
        960  3BF 00002AC0 STORAGE_DESCRIPTOR_HEADER_Set_Version
        961  3C0 00002DA0 STORAGE_DEVICE_DESCRIPTOR_Get_BusType
        962  3C1 00002D80 STORAGE_DEVICE_DESCRIPTOR_Get_CommandQueueing
        963  3C2 00002BD0 STORAGE_DEVICE_DESCRIPTOR_Get_CxxSize
        964  3C3 00002D20 STORAGE_DEVICE_DESCRIPTOR_Get_DeviceType
        965  3C4 00002D40 STORAGE_DEVICE_DESCRIPTOR_Get_DeviceTypeModifier
        966  3C5 000028D0 STORAGE_DEVICE_DESCRIPTOR_Get_ProductIdOffset
        967  3C6 000028F0 STORAGE_DEVICE_DESCRIPTOR_Get_ProductRevisionOffset
        968  3C7 00002DC0 STORAGE_DEVICE_DESCRIPTOR_Get_RawDevicePropertiesAt
        969  3C8 00002C00 STORAGE_DEVICE_DESCRIPTOR_Get_RawPropertiesLength
        970  3C9 00002D60 STORAGE_DEVICE_DESCRIPTOR_Get_RemovableMedia
        971  3CA 00002B10 STORAGE_DEVICE_DESCRIPTOR_Get_SerialNumberOffset
        972  3CB 00002A50 STORAGE_DEVICE_DESCRIPTOR_Get_Size
        973  3CC 000028B0 STORAGE_DEVICE_DESCRIPTOR_Get_VendorIdOffset
        974  3CD 00002AB0 STORAGE_DEVICE_DESCRIPTOR_Get_Version
        975  3CE 00002DB0 STORAGE_DEVICE_DESCRIPTOR_Set_BusType
        976  3CF 00002D90 STORAGE_DEVICE_DESCRIPTOR_Set_CommandQueueing
        977  3D0 00002D30 STORAGE_DEVICE_DESCRIPTOR_Set_DeviceType
        978  3D1 00002D50 STORAGE_DEVICE_DESCRIPTOR_Set_DeviceTypeModifier
        979  3D2 000028E0 STORAGE_DEVICE_DESCRIPTOR_Set_ProductIdOffset
        980  3D3 00002900 STORAGE_DEVICE_DESCRIPTOR_Set_ProductRevisionOffset
        981  3D4 00002DD0 STORAGE_DEVICE_DESCRIPTOR_Set_RawDevicePropertiesAt
        982  3D5 00002C10 STORAGE_DEVICE_DESCRIPTOR_Set_RawPropertiesLength
        983  3D6 00002D70 STORAGE_DEVICE_DESCRIPTOR_Set_RemovableMedia
        984  3D7 00002B20 STORAGE_DEVICE_DESCRIPTOR_Set_SerialNumberOffset
        985  3D8 00002A60 STORAGE_DEVICE_DESCRIPTOR_Set_Size
        986  3D9 000028C0 STORAGE_DEVICE_DESCRIPTOR_Set_VendorIdOffset
        987  3DA 00002AC0 STORAGE_DEVICE_DESCRIPTOR_Set_Version
        988  3DB 00002F10 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Get_CxxSize
        989  3DC 000031A0 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Get_FaultDomainIdsAt
        990  3DD 00002890 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Get_NumberOfFaultDomains
        991  3DE 00002A50 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Get_Size
        992  3DF 00002AB0 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Get_Version
        993  3E0 000031C0 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Set_FaultDomainIdsAt
        994  3E1 000028A0 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Set_NumberOfFaultDomains
        995  3E2 00002A60 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Set_Size
        996  3E3 00002AC0 STORAGE_DEVICE_FAULT_DOMAIN_DESCRIPTOR_Set_Version
        997  3E4 00003030 STORAGE_DEVICE_ID_DESCRIPTOR_Get_CxxSize
        998  3E5 00003040 STORAGE_DEVICE_ID_DESCRIPTOR_Get_IdentifiersAt
        999  3E6 00002890 STORAGE_DEVICE_ID_DESCRIPTOR_Get_NumberOfIdentifiers
       1000  3E7 00002A50 STORAGE_DEVICE_ID_DESCRIPTOR_Get_Size
       1001  3E8 00002AB0 STORAGE_DEVICE_ID_DESCRIPTOR_Get_Version
       1002  3E9 00003050 STORAGE_DEVICE_ID_DESCRIPTOR_Set_IdentifiersAt
       1003  3EA 000028A0 STORAGE_DEVICE_ID_DESCRIPTOR_Set_NumberOfIdentifiers
       1004  3EB 00002A60 STORAGE_DEVICE_ID_DESCRIPTOR_Set_Size
       1005  3EC 00002AC0 STORAGE_DEVICE_ID_DESCRIPTOR_Set_Version
       1006  3ED 00003280 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Get_CxxSize
       1007  3EE 00002C40 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Get_Location
       1008  3EF 00002A50 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Get_Size
       1009  3F0 00002C00 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Get_StringOffset
       1010  3F1 00002AB0 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Get_Version
       1011  3F2 00003290 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Set_Location
       1012  3F3 00002A60 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Set_Size
       1013  3F4 00002C10 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Set_StringOffset
       1014  3F5 00002AC0 STORAGE_DEVICE_LOCATION_DESCRIPTOR_Set_Version
       1015  3F6 00002DE0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_CxxSize
       1016  3F7 00002DA0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_Interleave
       1017  3F8 00002890 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_NameOffset
       1018  3F9 00002B10 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_NumberOfColumns
       1019  3FA 000028B0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_NumberOfLogicalCopies
       1020  3FB 000028D0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_NumberOfPhysicalCopies
       1021  3FC 000028F0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_PhysicalDiskRedundancy
       1022  3FD 00002A50 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_Size
       1023  3FE 00002AB0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Get_Version
       1024  3FF 00002DB0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_Interleave
       1025  400 000028A0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_NameOffset
       1026  401 00002B20 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_NumberOfColumns
       1027  402 000028C0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_NumberOfLogicalCopies
       1028  403 000028E0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_NumberOfPhysicalCopies
       1029  404 00002900 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_PhysicalDiskRedundancy
       1030  405 00002A60 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_Size
       1031  406 00002AC0 STORAGE_DEVICE_RESILIENCY_DESCRIPTOR_Set_Version
       1032  407 00002D60 STORAGE_HW_FIRMWARE_INFO_Get_ActiveSlot
       1033  408 00003360 STORAGE_HW_FIRMWARE_INFO_Get_CxxSize
       1034  409 00002F20 STORAGE_HW_FIRMWARE_INFO_Get_FirmwareShared
       1035  40A 000028D0 STORAGE_HW_FIRMWARE_INFO_Get_ImagePayloadAlignment
       1036  40B 000028F0 STORAGE_HW_FIRMWARE_INFO_Get_ImagePayloadMaxSize
       1037  40C 00002D80 STORAGE_HW_FIRMWARE_INFO_Get_PendingActivateSlot
       1038  40D 00003370 STORAGE_HW_FIRMWARE_INFO_Get_Reserved0
       1039  40E 00003390 STORAGE_HW_FIRMWARE_INFO_Get_ReservedAt
       1040  40F 00002A50 STORAGE_HW_FIRMWARE_INFO_Get_Size
       1041  410 000033B0 STORAGE_HW_FIRMWARE_INFO_Get_SlotAt
       1042  411 00002D40 STORAGE_HW_FIRMWARE_INFO_Get_SlotCount
       1043  412 00003070 STORAGE_HW_FIRMWARE_INFO_Get_SupportUpgrade
       1044  413 00002AB0 STORAGE_HW_FIRMWARE_INFO_Get_Version
       1045  414 00002D70 STORAGE_HW_FIRMWARE_INFO_Set_ActiveSlot
       1046  415 00002F30 STORAGE_HW_FIRMWARE_INFO_Set_FirmwareShared
       1047  416 000028E0 STORAGE_HW_FIRMWARE_INFO_Set_ImagePayloadAlignment
       1048  417 00002900 STORAGE_HW_FIRMWARE_INFO_Set_ImagePayloadMaxSize
       1049  418 00002D90 STORAGE_HW_FIRMWARE_INFO_Set_PendingActivateSlot
       1050  419 00003380 STORAGE_HW_FIRMWARE_INFO_Set_Reserved0
       1051  41A 000033A0 STORAGE_HW_FIRMWARE_INFO_Set_ReservedAt
       1052  41B 00002A60 STORAGE_HW_FIRMWARE_INFO_Set_Size
       1053  41C 000033D0 STORAGE_HW_FIRMWARE_INFO_Set_SlotAt
       1054  41D 00002D50 STORAGE_HW_FIRMWARE_INFO_Set_SlotCount
       1055  41E 00003080 STORAGE_HW_FIRMWARE_INFO_Set_SupportUpgrade
       1056  41F 00002AC0 STORAGE_HW_FIRMWARE_INFO_Set_Version
       1057  420 00002DE0 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_CxxSize
       1058  421 000032F0 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_ReadOnly
       1059  422 00003320 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_Reserved0
       1060  423 00003340 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_Reserved1At
       1061  424 00003010 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_RevisionAt
       1062  425 00002A50 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_Size
       1063  426 00002D20 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_SlotNumber
       1064  427 00002AB0 STORAGE_HW_FIRMWARE_SLOT_INFO_Get_Version
       1065  428 00003300 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_ReadOnly
       1066  429 00003330 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_Reserved0
       1067  42A 00003350 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_Reserved1At
       1068  42B 00003020 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_RevisionAt
       1069  42C 00002A60 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_Size
       1070  42D 00002D30 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_SlotNumber
       1071  42E 00002AC0 STORAGE_HW_FIRMWARE_SLOT_INFO_Set_Version
       1072  42F 000028B0 STORAGE_IDENTIFIER_Get_Association
       1073  430 00002AB0 STORAGE_IDENTIFIER_Get_CodeSet
       1074  431 00002FC0 STORAGE_IDENTIFIER_Get_CxxSize
       1075  432 00003010 STORAGE_IDENTIFIER_Get_IdentifierAt
       1076  433 00002FD0 STORAGE_IDENTIFIER_Get_IdentifierSize
       1077  434 00002FF0 STORAGE_IDENTIFIER_Get_NextOffset
       1078  435 00002A50 STORAGE_IDENTIFIER_Get_Type
       1079  436 000028C0 STORAGE_IDENTIFIER_Set_Association
       1080  437 00002AC0 STORAGE_IDENTIFIER_Set_CodeSet
       1081  438 00003020 STORAGE_IDENTIFIER_Set_IdentifierAt
       1082  439 00002FE0 STORAGE_IDENTIFIER_Set_IdentifierSize
       1083  43A 00003000 STORAGE_IDENTIFIER_Set_NextOffset
       1084  43B 00002A60 STORAGE_IDENTIFIER_Set_Type
       1085  43C 00002860 STORAGE_MINIPORT_DESCRIPTOR_Get_CxxSize
       1086  43D 00002F80 STORAGE_MINIPORT_DESCRIPTOR_Get_ExtraIoInfoSupported
       1087  43E 00002F60 STORAGE_MINIPORT_DESCRIPTOR_Get_IoTimeoutValue
       1088  43F 00002F20 STORAGE_MINIPORT_DESCRIPTOR_Get_LUNResetSupported
       1089  440 00002890 STORAGE_MINIPORT_DESCRIPTOR_Get_Portdriver
       1090  441 00002FA0 STORAGE_MINIPORT_DESCRIPTOR_Get_Reserved0At
       1091  442 000028F0 STORAGE_MINIPORT_DESCRIPTOR_Get_Reserved1
       1092  443 00002A50 STORAGE_MINIPORT_DESCRIPTOR_Get_Size
       1093  444 00002F40 STORAGE_MINIPORT_DESCRIPTOR_Get_TargetResetSupported
       1094  445 00002AB0 STORAGE_MINIPORT_DESCRIPTOR_Get_Version
       1095  446 00002F90 STORAGE_MINIPORT_DESCRIPTOR_Set_ExtraIoInfoSupported
       1096  447 00002F70 STORAGE_MINIPORT_DESCRIPTOR_Set_IoTimeoutValue
       1097  448 00002F30 STORAGE_MINIPORT_DESCRIPTOR_Set_LUNResetSupported
       1098  449 000028A0 STORAGE_MINIPORT_DESCRIPTOR_Set_Portdriver
       1099  44A 00002FB0 STORAGE_MINIPORT_DESCRIPTOR_Set_Reserved0At
       1100  44B 00002900 STORAGE_MINIPORT_DESCRIPTOR_Set_Reserved1
       1101  44C 00002A60 STORAGE_MINIPORT_DESCRIPTOR_Set_Size
       1102  44D 00002F50 STORAGE_MINIPORT_DESCRIPTOR_Set_TargetResetSupported
       1103  44E 00002AC0 STORAGE_MINIPORT_DESCRIPTOR_Set_Version
       1104  44F 00002F10 STORAGE_WRITE_CACHE_PROPERTY_Get_CxxSize
       1105  450 00002E70 STORAGE_WRITE_CACHE_PROPERTY_Get_FlushCacheSupported
       1106  451 000032D0 STORAGE_WRITE_CACHE_PROPERTY_Get_NVCacheEnabled
       1107  452 00002A50 STORAGE_WRITE_CACHE_PROPERTY_Get_Size
       1108  453 000032B0 STORAGE_WRITE_CACHE_PROPERTY_Get_UserDefinedPowerProtection
       1109  454 00002AB0 STORAGE_WRITE_CACHE_PROPERTY_Get_Version
       1110  455 000028D0 STORAGE_WRITE_CACHE_PROPERTY_Get_WriteCacheChangeable
       1111  456 000028B0 STORAGE_WRITE_CACHE_PROPERTY_Get_WriteCacheEnabled
       1112  457 00002890 STORAGE_WRITE_CACHE_PROPERTY_Get_WriteCacheType
       1113  458 000028F0 STORAGE_WRITE_CACHE_PROPERTY_Get_WriteThroughSupported
       1114  459 00002E80 STORAGE_WRITE_CACHE_PROPERTY_Set_FlushCacheSupported
       1115  45A 000032E0 STORAGE_WRITE_CACHE_PROPERTY_Set_NVCacheEnabled
       1116  45B 00002A60 STORAGE_WRITE_CACHE_PROPERTY_Set_Size
       1117  45C 000032C0 STORAGE_WRITE_CACHE_PROPERTY_Set_UserDefinedPowerProtection
       1118  45D 00002AC0 STORAGE_WRITE_CACHE_PROPERTY_Set_Version
       1119  45E 000028E0 STORAGE_WRITE_CACHE_PROPERTY_Set_WriteCacheChangeable
       1120  45F 000028C0 STORAGE_WRITE_CACHE_PROPERTY_Set_WriteCacheEnabled
       1121  460 000028A0 STORAGE_WRITE_CACHE_PROPERTY_Set_WriteCacheType
       1122  461 00002900 STORAGE_WRITE_CACHE_PROPERTY_Set_WriteThroughSupported
       1123  462 00003230 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_CxxSize
       1124  463 00002890 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_DeviceType
       1125  464 00002A50 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_Size
       1126  465 00002AB0 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_Version
       1127  466 000028B0 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_ZoneCount
       1128  467 00003240 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_ZoneGroupAt
       1129  468 00002B10 STORAGE_ZONED_DEVICE_DESCRIPTOR_Get_ZoneGroupCount
       1130  469 000028A0 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_DeviceType
       1131  46A 00002A60 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_Size
       1132  46B 00002AC0 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_Version
       1133  46C 000028C0 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_ZoneCount
       1134  46D 00003260 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_ZoneGroupAt
       1135  46E 00002B20 STORAGE_ZONED_DEVICE_DESCRIPTOR_Set_ZoneGroupCount
       1136  46F 00003030 STORAGE_ZONE_GROUP_Get_CxxSize
       1137  470 00002AB0 STORAGE_ZONE_GROUP_Get_ZoneCount
       1138  471 00002AD0 STORAGE_ZONE_GROUP_Get_ZoneSize
       1139  472 00002A50 STORAGE_ZONE_GROUP_Get_ZoneType
       1140  473 00002AC0 STORAGE_ZONE_GROUP_Set_ZoneCount
       1141  474 00002AE0 STORAGE_ZONE_GROUP_Set_ZoneSize
       1142  475 00002A60 STORAGE_ZONE_GROUP_Set_ZoneType

  Summary

        1000 .data
        2000 .pdata
       11000 .rdata
        1000 .reloc
        1000 .rsrc
       13000 .text
        6000 PAGE
