Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\ucrtbase.dll

File Type: DLL

  Section contains the following exports for ucrtbase.dll

    00000000 characteristics
    490B0AEB time date stamp
        0.00 version
           1 ordinal base
        2483 number of functions
        2483 number of names

    ordinal hint RVA      name

       1292  50B 000238C0 _o__tolower
       1293  50C 000608E0 _o__tolower_l
       1294  50D 00060900 _o__toupper
       1295  50E 00060920 _o__toupper_l
       1296  50F 00060940 _o__towlower_l
       1297  510 00060960 _o__towupper_l
       1298  511 00060980 _o__tzset
       1299  512 000609A0 _o__ui64toa
       1300  513 00022850 _o__ui64toa_s
       1301  514 000609C0 _o__ui64tow
       1302  515 00015580 _o__ui64tow_s
       1303  516 000609E0 _o__ultoa
       1304  517 00060A00 _o__ultoa_s
       1305  518 00060A30 _o__ultow
       1306  519 00014EF0 _o__ultow_s
       1307  51A 00060A50 _o__umask
       1308  51B 00060A70 _o__umask_s
       1309  51C 00060A80 _o__ungetc_nolock
       1310  51D 00060AA0 _o__ungetch
       1311  51E 00060AC0 _o__ungetch_nolock
       1312  51F 00060AE0 _o__ungetwc_nolock
       1313  520 00060B00 _o__ungetwch
       1314  521 00060B20 _o__ungetwch_nolock
       1315  522 00060B40 _o__unlink
       1316  523 00060B60 _o__unloaddll
       1317  524 00001100 _o__unlock_file
       1318  525 00060B80 _o__utime32
       1319  526 00060BA0 _o__utime64
       1320  527 00060BC0 _o__waccess
       1321  528 00060BE0 _o__waccess_s
       1322  529 00060C00 _o__wasctime
       1323  52A 00060C10 _o__wasctime_s
       1324  52B 00060C30 _o__wchdir
       1325  52C 00060C50 _o__wchmod
       1326  52D 00060C70 _o__wcreat
       1327  52E 00060C90 _o__wcreate_locale
       1328  52F 00060CA0 _o__wcscoll_l
       1329  530 000228F0 _o__wcsdup
       1330  531 00060CC0 _o__wcserror
       1331  532 00060CD0 _o__wcserror_s
       1332  533 00060CF0 _o__wcsftime_l
       1333  534 000126A0 _o__wcsicmp
       1334  535 000124C0 _o__wcsicmp_l
       1335  536 00060D20 _o__wcsicoll
       1336  537 00060D40 _o__wcsicoll_l
       1337  538 00023C90 _o__wcslwr
       1338  539 00060D60 _o__wcslwr_l
       1339  53A 00014F20 _o__wcslwr_s
       1340  53B 00060D80 _o__wcslwr_s_l
       1341  53C 00060DA0 _o__wcsncoll
       1342  53D 00060DC0 _o__wcsncoll_l
       1343  53E 00012700 _o__wcsnicmp
       1344  53F 00060DF0 _o__wcsnicmp_l
       1345  540 00060E20 _o__wcsnicoll
       1346  541 00060E40 _o__wcsnicoll_l
       1347  542 00060E70 _o__wcsnset
       1348  543 00060E90 _o__wcsnset_s
       1349  544 00060EC0 _o__wcsset
       1350  545 00060EE0 _o__wcsset_s
       1351  546 00060F00 _o__wcstod_l
       1352  547 00060F20 _o__wcstof_l
       1353  548 00022F20 _o__wcstoi64
       1354  549 00060F40 _o__wcstoi64_l
       1355  54A 00060F70 _o__wcstol_l
       1356  54B 00060F00 _o__wcstold_l
       1357  54C 00060F40 _o__wcstoll_l
       1358  54D 00060FA0 _o__wcstombs_l
       1359  54E 00060FD0 _o__wcstombs_s_l
       1360  54F 000213A0 _o__wcstoui64
       1361  550 00061010 _o__wcstoui64_l
       1362  551 00061040 _o__wcstoul_l
       1363  552 00061010 _o__wcstoull_l
       1364  553 00061070 _o__wcsupr
       1365  554 00061090 _o__wcsupr_l
       1366  555 00014F40 _o__wcsupr_s
       1367  556 000610B0 _o__wcsupr_s_l
       1368  557 000610D0 _o__wcsxfrm_l
       1369  558 00061100 _o__wctime32
       1370  559 00061110 _o__wctime32_s
       1371  55A 00061130 _o__wctime64
       1372  55B 00061140 _o__wctime64_s
       1373  55C 00061160 _o__wctomb_l
       1374  55D 00061180 _o__wctomb_s_l
       1375  55E 000611B0 _o__wdupenv_s
       1376  55F 000611D0 _o__wexecv
       1377  560 000611F0 _o__wexecve
       1378  561 00061210 _o__wexecvp
       1379  562 00061230 _o__wexecvpe
       1380  563 00061250 _o__wfdopen
       1381  564 00061260 _o__wfindfirst32
       1382  565 00061280 _o__wfindfirst32i64
       1383  566 000612A0 _o__wfindfirst64
       1384  567 000612C0 _o__wfindfirst64i32
       1385  568 000612E0 _o__wfindnext32
       1386  569 00061300 _o__wfindnext32i64
       1387  56A 00061320 _o__wfindnext64
       1388  56B 00061340 _o__wfindnext64i32
       1389  56C 00061360 _o__wfopen
       1390  56D 00061380 _o__wfopen_s
       1391  56E 000613A0 _o__wfreopen
       1392  56F 000613C0 _o__wfreopen_s
       1393  570 00022490 _o__wfsopen
       1394  571 000613F0 _o__wfullpath
       1395  572 00061410 _o__wgetcwd
       1396  573 00061430 _o__wgetdcwd
       1397  574 00061450 _o__wgetenv
       1398  575 00061470 _o__wgetenv_s
       1399  576 000614A0 _o__wmakepath
       1400  577 000614D0 _o__wmakepath_s
       1401  578 00061510 _o__wmkdir
       1402  579 00061530 _o__wmktemp
       1403  57A 00061550 _o__wmktemp_s
       1404  57B 00061570 _o__wperror
       1405  57C 00061580 _o__wpopen
       1406  57D 000615A0 _o__wputenv
       1407  57E 000615C0 _o__wputenv_s
       1408  57F 000615E0 _o__wremove
       1409  580 00061600 _o__wrename
       1410  581 00061620 _o__write
       1411  582 00061640 _o__wrmdir
       1412  583 00061660 _o__wsearchenv
       1413  584 00061680 _o__wsearchenv_s
       1414  585 000616B0 _o__wsetlocale
       1415  586 000616C0 _o__wsopen_dispatch
       1416  587 00061700 _o__wsopen_s
       1417  588 00061730 _o__wspawnv
       1418  589 00061750 _o__wspawnve
       1419  58A 00061780 _o__wspawnvp
       1420  58B 000617A0 _o__wspawnvpe
       1421  58C 000617D0 _o__wsplitpath
       1422  58D 00020CE0 _o__wsplitpath_s
       1423  58E 00061800 _o__wstat32
       1424  58F 00061820 _o__wstat32i64
       1425  590 00061840 _o__wstat64
       1426  591 00061860 _o__wstat64i32
       1427  592 00061880 _o__wstrdate
       1428  593 000618A0 _o__wstrdate_s
       1429  594 000618C0 _o__wstrtime
       1430  595 000618E0 _o__wstrtime_s
       1431  596 00061900 _o__wsystem
       1432  597 00061920 _o__wtmpnam_s
       1433  598 00015520 _o__wtof
       1434  599 00061940 _o__wtof_l
       1435  59A 00011C80 _o__wtoi
       1436  59B 00013CB0 _o__wtoi64
       1437  59C 00061960 _o__wtoi64_l
       1438  59D 00061980 _o__wtoi_l
       1439  59E 00023760 _o__wtol
       1440  59F 00061980 _o__wtol_l
       1441  5A0 00013CB0 _o__wtoll
       1442  5A1 00061960 _o__wtoll_l
       1443  5A2 000619A0 _o__wunlink
       1444  5A3 000619C0 _o__wutime32
       1445  5A4 000619E0 _o__wutime64
       1446  5A5 00061A00 _o__y0
       1447  5A6 00061A20 _o__y1
       1448  5A7 00061A40 _o__yn
       1449  5A8 00061A60 _o_abort
       1450  5A9 00061A80 _o_acos
       1451  5AA 00061AA0 _o_acosf
       1452  5AB 00061AC0 _o_acosh
       1453  5AC 00061AE0 _o_acoshf
       1454  5AD 00061B00 _o_acoshl
       1455  5AE 00061B20 _o_asctime
       1456  5AF 00061B30 _o_asctime_s
       1457  5B0 00061B50 _o_asin
       1458  5B1 00061B70 _o_asinf
       1459  5B2 00061B90 _o_asinh
       1460  5B3 00061BB0 _o_asinhf
       1461  5B4 00061BD0 _o_asinhl
       1462  5B5 00061BF0 _o_atan
       1463  5B6 00061C10 _o_atan2
       1464  5B7 00061C30 _o_atan2f
       1465  5B8 00061C50 _o_atanf
       1466  5B9 00061C70 _o_atanh
       1467  5BA 00061C90 _o_atanhf
       1468  5BB 00061CB0 _o_atanhl
       1469  5BC 00014FE0 _o_atof
       1470  5BD 00010A30 _o_atoi
       1471  5BE 00011BA0 _o_atol
       1472  5BF 0005CA50 _o_atoll
       1473  5C0 00011DA0 _o_bsearch
       1474  5C1 000144E0 _o_bsearch_s
       1475  5C2 00061CD0 _o_btowc
       1476  5C3 000124A0 _o_calloc
       1477  5C4 00061CE0 _o_cbrt
       1478  5C5 00061D00 _o_cbrtf
       1479  5C6 000228D0 _o_ceil
       1480  5C7 00061D20 _o_ceilf
       1481  5C8 00061D40 _o_clearerr
       1482  5C9 00061D60 _o_clearerr_s
       1483  5CA 00061D80 _o_cos
       1484  5CB 00061DA0 _o_cosf
       1485  5CC 00061DC0 _o_cosh
       1486  5CD 00061DE0 _o_coshf
       1487  5CE 00061E00 _o_erf
       1488  5CF 00061E20 _o_erfc
       1489  5D0 00061E40 _o_erfcf
       1490  5D1 00061E60 _o_erfcl
       1491  5D2 00061E80 _o_erff
       1492  5D3 00061EA0 _o_erfl
       1493  5D4 000237A0 _o_exit
       1494  5D5 00021FA0 _o_exp
       1495  5D6 00061EC0 _o_exp2
       1496  5D7 00061EE0 _o_exp2f
       1497  5D8 00061F00 _o_exp2l
       1498  5D9 00061F20 _o_expf
       1499  5DA 00061F40 _o_fabs
       1500  5DB 00020B30 _o_fclose
       1501  5DC 00061F60 _o_feof
       1502  5DD 00061F80 _o_ferror
       1503  5DE 000027C0 _o_fflush
       1504  5DF 00001B70 _o_fgetc
       1505  5E0 00001C40 _o_fgetpos
       1506  5E1 00061FA0 _o_fgets
       1507  5E2 00061FC0 _o_fgetwc
       1508  5E3 00061FE0 _o_fgetws
       1509  5E4 00011BE0 _o_floor
       1510  5E5 00062000 _o_floorf
       1511  5E6 00062020 _o_fma
       1512  5E7 00062040 _o_fmaf
       1513  5E8 00062060 _o_fmal
       1514  5E9 00022310 _o_fmod
       1515  5EA 00062080 _o_fmodf
       1516  5EB 000620A0 _o_fopen
       1517  5EC 000620C0 _o_fopen_s
       1518  5ED 00001990 _o_fputc
       1519  5EE 000620E0 _o_fputs
       1520  5EF 00062100 _o_fputwc
       1521  5F0 00062120 _o_fputws
       1522  5F1 00062140 _o_fread
       1523  5F2 00062170 _o_fread_s
       1524  5F3 00012780 _o_free
       1525  5F4 000621B0 _o_freopen
       1526  5F5 000621D0 _o_freopen_s
       1527  5F6 00062200 _o_frexp
       1528  5F7 00062220 _o_fseek
       1529  5F8 00002000 _o_fsetpos
       1530  5F9 00062240 _o_ftell
       1531  5FA 00062260 _o_fwrite
       1532  5FB 00062290 _o_getc
       1533  5FC 0005D2C0 _o_getchar
       1534  5FD 000229E0 _o_getenv
       1535  5FE 000622B0 _o_getenv_s
       1536  5FF 000622E0 _o_gets
       1537  600 00062300 _o_gets_s
       1538  601 00062320 _o_getwc
       1539  602 0005D300 _o_getwchar
       1540  603 00062340 _o_hypot
       1541  604 00062360 _o_is_wctype
       1542  605 00011D20 _o_isalnum
       1543  606 000121B0 _o_isalpha
       1544  607 00062380 _o_isblank
       1545  608 00022130 _o_iscntrl
       1546  609 00011A30 _o_isdigit
       1547  60A 000623A0 _o_isgraph
       1548  60B 000623C0 _o_isleadbyte
       1549  60C 000623E0 _o_islower
       1550  60D 000010C0 _o_isprint
       1551  60E 00062400 _o_ispunct
       1552  60F 00011B80 _o_isspace
       1553  610 00012410 _o_isupper
       1554  611 00012A90 _o_iswalnum
       1555  612 000155B0 _o_iswalpha
       1556  613 00022410 _o_iswascii
       1557  614 00062420 _o_iswblank
       1558  615 00062440 _o_iswcntrl
       1559  616 00062460 _o_iswctype
       1560  617 00013220 _o_iswdigit
       1561  618 00062480 _o_iswgraph
       1562  619 000624A0 _o_iswlower
       1563  61A 00001D90 _o_iswprint
       1564  61B 000624C0 _o_iswpunct
       1565  61C 000121D0 _o_iswspace
       1566  61D 00001DB0 _o_iswupper
       1567  61E 000022B0 _o_iswxdigit
       1568  61F 000109A0 _o_isxdigit
       1569  620 000624E0 _o_ldexp
       1570  621 00062500 _o_lgamma
       1571  622 00062520 _o_lgammaf
       1572  623 00062540 _o_lgammal
       1573  624 00062560 _o_llrint
       1574  625 00062580 _o_llrintf
       1575  626 000625A0 _o_llrintl
       1576  627 00022170 _o_llround
       1577  628 000625C0 _o_llroundf
       1578  629 000625E0 _o_llroundl
       1579  62A 00012120 _o_localeconv
       1580  62B 00062600 _o_log
       1581  62C 00024180 _o_log10
       1582  62D 00062620 _o_log10f
       1583  62E 00062640 _o_log1p
       1584  62F 00062660 _o_log1pf
       1585  630 00062680 _o_log1pl
       1586  631 000229A0 _o_log2
       1587  632 000626A0 _o_log2f
       1588  633 000626C0 _o_log2l
       1589  634 000626E0 _o_logb
       1590  635 00062700 _o_logbf
       1591  636 00062720 _o_logbl
       1592  637 00062740 _o_logf
       1593  638 00062760 _o_lrint
       1594  639 00062780 _o_lrintf
       1595  63A 000627A0 _o_lrintl
       1596  63B 000226E0 _o_lround
       1597  63C 000627C0 _o_lroundf
       1598  63D 000627E0 _o_lroundl
       1599  63E 00012720 _o_malloc
       1600  63F 00062800 _o_mblen
       1601  640 00062820 _o_mbrlen
       1602  641 00062840 _o_mbrtoc16
       1603  642 00062870 _o_mbrtoc32
       1604  643 000628A0 _o_mbrtowc
       1605  644 000628D0 _o_mbsrtowcs
       1606  645 00062900 _o_mbsrtowcs_s
       1607  646 00001D00 _o_mbstowcs
       1608  647 000221D0 _o_mbstowcs_s
       1609  648 00062940 _o_mbtowc
       1610  649 000131F0 _o_memcpy_s
       1611  64A 00045860 _o_memset
       1612  64B 00062960 _o_modf
       1613  64C 00062980 _o_modff
       1614  64D 000629A0 _o_nan
       1615  64E 000629C0 _o_nanf
       1616  64F 000629D0 _o_nanl
       1617  650 000629E0 _o_nearbyint
       1618  651 00062A00 _o_nearbyintf
       1619  652 00062A20 _o_nearbyintl
       1620  653 00062A40 _o_nextafter
       1621  654 00062A60 _o_nextafterf
       1622  655 00062A80 _o_nextafterl
       1623  656 00062AA0 _o_nexttoward
       1624  657 00062AC0 _o_nexttowardf
       1625  658 00062AE0 _o_nexttowardl
       1626  659 00011FA0 _o_pow
       1627  65A 00014E80 _o_powf
       1628  65B 00062B00 _o_putc
       1629  65C 00062B20 _o_putchar
       1630  65D 00062B40 _o_puts
       1631  65E 00062B60 _o_putwc
       1632  65F 00062B80 _o_putwchar
       1633  660 00012B00 _o_qsort
       1634  661 000207E0 _o_qsort_s
       1635  662 00062BA0 _o_raise
       1636  663 000145D0 _o_rand
       1637  664 00022700 _o_rand_s
       1638  665 00012100 _o_realloc
       1639  666 00062BC0 _o_remainder
       1640  667 00062BE0 _o_remainderf
       1641  668 00062C00 _o_remainderl
       1642  669 00062C20 _o_remove
       1643  66A 00062C40 _o_remquo
       1644  66B 00062C60 _o_remquof
       1645  66C 00062C40 _o_remquol
       1646  66D 00062C80 _o_rename
       1647  66E 00062CA0 _o_rewind
       1648  66F 00062CC0 _o_rint
       1649  670 00062CE0 _o_rintf
       1650  671 00062D00 _o_rintl
       1651  672 00022C30 _o_round
       1652  673 00002840 _o_roundf
       1653  674 00062D20 _o_roundl
       1654  675 00062D40 _o_scalbln
       1655  676 00062D60 _o_scalblnf
       1656  677 00062D80 _o_scalblnl
       1657  678 00062D40 _o_scalbn
       1658  679 00062D60 _o_scalbnf
       1659  67A 00062D40 _o_scalbnl
       1660  67B 00062DA0 _o_set_terminate
       1661  67C 00062DB0 _o_setbuf
       1662  67D 00012090 _o_setlocale
       1663  67E 00062DD0 _o_setvbuf
       1664  67F 00014220 _o_sin
       1665  680 00062E00 _o_sinf
       1666  681 00062E20 _o_sinh
       1667  682 00062E40 _o_sinhf
       1668  683 00024160 _o_sqrt
       1669  684 00062E60 _o_sqrtf
       1670  685 00014650 _o_srand
       1671  686 00023490 _o_strcat_s
       1672  687 00062E80 _o_strcoll
       1673  688 00012C70 _o_strcpy_s
       1674  689 00062EA0 _o_strerror
       1675  68A 00062EB0 _o_strerror_s
       1676  68B 00023550 _o_strftime
       1677  68C 00014F60 _o_strncat_s
       1678  68D 00014240 _o_strncpy_s
       1679  68E 00023BB0 _o_strtod
       1680  68F 00001B90 _o_strtof
       1681  690 00062ED0 _o_strtok
       1682  691 00001050 _o_strtok_s
       1683  692 00014200 _o_strtol
       1684  693 00062EF0 _o_strtold
       1685  694 000606B0 _o_strtoll
       1686  695 000013E0 _o_strtoul
       1687  696 00002BE0 _o_strtoull
       1688  697 00062F10 _o_system
       1689  698 00062F30 _o_tan
       1690  699 00062F50 _o_tanf
       1691  69A 00062F70 _o_tanh
       1692  69B 00062F90 _o_tanhf
       1693  69C 00062FB0 _o_terminate
       1694  69D 00062FD0 _o_tgamma
       1695  69E 00062FF0 _o_tgammaf
       1696  69F 00063010 _o_tgammal
       1697  6A0 00063030 _o_tmpfile_s
       1698  6A1 00063040 _o_tmpnam_s
       1699  6A2 000120E0 _o_tolower
       1700  6A3 00022370 _o_toupper
       1701  6A4 00012480 _o_towlower
       1702  6A5 00012640 _o_towupper
       1703  6A6 00063060 _o_ungetc
       1704  6A7 00063080 _o_ungetwc
       1705  6A8 000630A0 _o_wcrtomb
       1706  6A9 000630C0 _o_wcrtomb_s
       1707  6AA 00012C50 _o_wcscat_s
       1708  6AB 000630F0 _o_wcscoll
       1709  6AC 00063110 _o_wcscpy
       1710  6AD 00011C00 _o_wcscpy_s
       1711  6AE 00002950 _o_wcsftime
       1712  6AF 00023C10 _o_wcsncat_s
       1713  6B0 00011B50 _o_wcsncpy_s
       1714  6B1 00063130 _o_wcsrtombs
       1715  6B2 00063160 _o_wcsrtombs_s
       1716  6B3 00022430 _o_wcstod
       1717  6B4 00002A00 _o_wcstof
       1718  6B5 000631A0 _o_wcstok
       1719  6B6 000154C0 _o_wcstok_s
       1720  6B7 00011A70 _o_wcstol
       1721  6B8 000631C0 _o_wcstold
       1722  6B9 00002BC0 _o_wcstoll
       1723  6BA 00001C90 _o_wcstombs
       1724  6BB 00002050 _o_wcstombs_s
       1725  6BC 00014330 _o_wcstoul
       1726  6BD 000213A0 _o_wcstoull
       1727  6BE 000631E0 _o_wctob
       1728  6BF 00063200 _o_wctomb
       1729  6C0 00063220 _o_wctomb_s
       1730  6C1 000121F0 _o_wmemcpy_s
       1731  6C2 00063250 _o_wmemmove_s
       1732  6C3 000A2A30 _open
       1733  6C4 000A2C40 _open_osfhandle
       1734  6C5 0009BF00 _pclose
       1735  6C6 0009AE50 _pipe
       1736  6C7 0009C000 _popen
       1737  6C8 00045700 _purecall
       1738  6C9 000717F0 _putc_nolock
       1739  6CA 0009C0B0 _putch
       1740  6CB 0009C0F0 _putch_nolock
       1741  6CC 000A7FE0 _putenv
       1742  6CD 000A7FF0 _putenv_s
       1743  6CE 00080870 _putw
       1744  6CF 000719D0 _putwc_nolock
       1745  6D0 0009C240 _putwch
       1746  6D1 0009C280 _putwch_nolock
       1747  6D2 00080A60 _putws
       1748  6D3 00069150 _query_app_type
       1749  6D4 00068AE0 _query_new_handler
       1750  6D5 00068BF0 _query_new_mode
       1751  6D6 00016270 _read
       1752  6D7 0000DC90 _realloc_base
       1753  6D8 00022300 _recalloc
       1754  6D9 00010660 _register_onexit_function
       1755  6DA 00070730 _register_thread_local_exe_atexit_callback
       1756  6DB 000B1870 _resetstkoflw
       1757  6DC 0009E530 _rmdir
       1758  6DD 00080BF0 _rmtmp
       1759  6DE 00083620 _rotl
       1760  6DF 00083630 _rotl64
       1761  6E0 00083650 _rotr
       1762  6E1 00083660 _rotr64
       1763  6E2 000377A0 _scalb
       1764  6E3 00037960 _scalbf
       1765  6E4 000A8760 _searchenv
       1766  6E5 000A8780 _searchenv_s
       1767  6E6 0006CD50 _seh_filter_dll
       1768  6E7 0006CD70 _seh_filter_exe
       1769  6E8 0008C030 _set_FMA3_enable
       1770  6E9 0006E8A0 _set_abort_behavior
       1771  6EA 00022990 _set_app_type
       1772  6EB 000372B0 _set_controlfp
       1773  6EC 0006CC40 _set_doserrno
       1774  6ED 00010FE0 _set_errno
       1775  6EE 0006D580 _set_error_mode
       1776  6EF 00021B30 _set_fmode
       1777  6F0 00023840 _set_invalid_parameter_handler
       1778  6F1 00068B50 _set_new_handler
       1779  6F2 00021B00 _set_new_mode
       1780  6F3 00080610 _set_printf_count_output
       1781  6F4 00045740 _set_purecall_handler
       1782  6F5 00045A20 _set_se_translator
       1783  6F6 0006D460 _set_thread_local_invalid_parameter_handler
       1784  6F7 000B19B0 _seterrormode
       1785  6F8 00080F20 _setmaxstdio
       1786  6F9 0006C910 _setmbcp
       1787  6FA 000A3080 _setmode
       1788  6FB 000B1AA0 _setsystime
       1789  6FC 000B19D0 _sleep
       1790  6FD 000A2A60 _sopen
       1791  6FE 000A2AB0 _sopen_dispatch
       1792  6FF 000A2B70 _sopen_s
       1793  700 000AA040 _spawnl
       1794  701 000AA080 _spawnle
       1795  702 000AA420 _spawnlp
       1796  703 000AA460 _spawnlpe
       1797  704 000AB1A0 _spawnv
       1798  705 000AB1B0 _spawnve
       1799  706 000AB8A0 _spawnvp
       1800  707 000AB8B0 _spawnvpe
       1801  708 0009EB80 _splitpath
       1802  709 000202E0 _splitpath_s
       1803  70A 000A0960 _stat32
       1804  70B 000A0A00 _stat32i64
       1805  70C 000A0AA0 _stat64
       1806  70D 000A0B40 _stat64i32
       1807  70E 000372F0 _statusfp
       1808  70F 00024680 _strcoll_l
       1809  710 000A5B00 _strdate
       1810  711 000A5B30 _strdate_s
       1811  712 00024C40 _strdup
       1812  713 0006E880 _strerror
       1813  714 0006E890 _strerror_s
       1814  715 000A5BB0 _strftime_l
       1815  716 00024D00 _stricmp
       1816  717 00024D50 _stricmp_l
       1817  718 00024DE0 _stricoll
       1818  719 00024E00 _stricoll_l
       1819  71A 00025190 _strlwr
       1820  71B 00025200 _strlwr_l
       1821  71C 00025230 _strlwr_s
       1822  71D 00025240 _strlwr_s_l
       1823  71E 000255F0 _strncoll
       1824  71F 00025650 _strncoll_l
       1825  720 00025A00 _strnicmp
       1826  721 00025A60 _strnicmp_l
       1827  722 00025B20 _strnicoll
       1828  723 00025B40 _strnicoll_l
       1829  724 000B1B80 _strnset
       1830  725 000260C0 _strnset_s
       1831  726 000B1BA0 _strrev
       1832  727 000B1BE0 _strset
       1833  728 000265D0 _strset_s
       1834  729 000A5E10 _strtime
       1835  72A 000A5E40 _strtime_s
       1836  72B 00066490 _strtod_l
       1837  72C 000664A0 _strtof_l
       1838  72D 00019390 _strtoi64
       1839  72E 000664D0 _strtoi64_l
       1840  72F 000664D0 _strtoimax_l
       1841  730 00066510 _strtol_l
       1842  731 00066490 _strtold_l
       1843  732 000664D0 _strtoll_l
       1844  733 00002810 _strtoui64
       1845  734 00066550 _strtoui64_l
       1846  735 00066590 _strtoul_l
       1847  736 00066550 _strtoull_l
       1848  737 00066550 _strtoumax_l
       1849  738 00026E70 _strupr
       1850  739 00026EE0 _strupr_l
       1851  73A 00026F10 _strupr_s
       1852  73B 00026F20 _strupr_s_l
       1853  73C 00026F80 _strxfrm_l
       1854  73D 000666D0 _swab
       1855  73E 000A32A0 _tell
       1856  73F 000A32C0 _telli64
       1857  740 00081A30 _tempnam
       1858  741 0001E910 _time32
       1859  742 0001E9E0 _time64
       1860  743 000A5E90 _timespec32_get
       1861  744 000A5EA0 _timespec64_get
       1862  745 00023960 _tolower
       1863  746 00066730 _tolower_l
       1864  747 00066870 _toupper
       1865  748 00066880 _toupper_l
       1866  749 00023A80 _towlower_l
       1867  74A 00023970 _towupper_l
       1868  74B 000A6230 _tzset
       1869  74C 00067410 _ui64toa
       1870  74D 00021100 _ui64toa_s
       1871  74E 00067440 _ui64tow
       1872  74F 0001E7D0 _ui64tow_s
       1873  750 00067470 _ultoa
       1874  751 000674A0 _ultoa_s
       1875  752 000674C0 _ultow
       1876  753 0001C470 _ultow_s
       1877  754 000A3300 _umask
       1878  755 000A3330 _umask_s
       1879  756 00082890 _ungetc_nolock
       1880  757 0009A530 _ungetch
       1881  758 0009A590 _ungetch_nolock
       1882  759 00082C10 _ungetwc_nolock
       1883  75A 0009A940 _ungetwch
       1884  75B 0009A9A0 _ungetwch_nolock
       1885  75C 000A0C20 _unlink
       1886  75D 000A9DB0 _unloaddll
       1887  75E 000012B0 _unlock_file
       1888  75F 0001E340 _unlock_locales
       1889  760 000A6930 _utime32
       1890  761 000A6940 _utime64
       1891  762 000A0CB0 _waccess
       1892  763 000A0CD0 _waccess_s
       1893  764 000A4350 _wasctime
       1894  765 000A4360 _wasctime_s
       1895  766 00070520 _wassert
       1896  767 000B14D0 _wchdir
       1897  768 000A0D80 _wchmod
       1898  769 000A1460 _wcreat
       1899  76A 00022D70 _wcreate_locale
       1900  76B 00027220 _wcscoll_l
       1901  76C 00027450 _wcsdup
       1902  76D 0006DE20 _wcserror
       1903  76E 0006DE30 _wcserror_s
       1904  76F 000A70E0 _wcsftime_l
       1905  770 00027520 _wcsicmp
       1906  771 00027570 _wcsicmp_l
       1907  772 000276A0 _wcsicoll
       1908  773 000276F0 _wcsicoll_l
       1909  774 000279A0 _wcslwr
       1910  775 00027A10 _wcslwr_l
       1911  776 00027A40 _wcslwr_s
       1912  777 00027A50 _wcslwr_s_l
       1913  778 00027C80 _wcsncoll
       1914  779 00027CE0 _wcsncoll_l
       1915  77A 00027F50 _wcsnicmp
       1916  77B 00027FA0 _wcsnicmp_l
       1917  77C 00028100 _wcsnicoll
       1918  77D 00028160 _wcsnicoll_l
       1919  77E 00028260 _wcsnset
       1920  77F 00028290 _wcsnset_s
       1921  780 00028350 _wcsrev
       1922  781 000283A0 _wcsset
       1923  782 000283C0 _wcsset_s
       1924  783 000664B0 _wcstod_l
       1925  784 000664C0 _wcstof_l
       1926  785 00022EF0 _wcstoi64
       1927  786 000665D0 _wcstoi64_l
       1928  787 000665D0 _wcstoimax_l
       1929  788 00066610 _wcstol_l
       1930  789 000664B0 _wcstold_l
       1931  78A 000665D0 _wcstoll_l
       1932  78B 000670B0 _wcstombs_l
       1933  78C 00001F40 _wcstombs_s_l
       1934  78D 00021C40 _wcstoui64
       1935  78E 00066650 _wcstoui64_l
       1936  78F 00066690 _wcstoul_l
       1937  790 00066650 _wcstoull_l
       1938  791 00066650 _wcstoumax_l
       1939  792 000287B0 _wcsupr
       1940  793 00028820 _wcsupr_l
       1941  794 00028850 _wcsupr_s
       1942  795 00028860 _wcsupr_s_l
       1943  796 000288C0 _wcsxfrm_l
       1944  797 000A4740 _wctime32
       1945  798 000A47C0 _wctime32_s
       1946  799 000A47D0 _wctime64
       1947  79A 000A4850 _wctime64_s
       1948  79B 000670C0 _wctomb_l
       1949  79C 0000EBE0 _wctomb_s_l
       1950  79D 000B9600 _wctype
       1951  79E 0001E4F0 _wdupenv_s
       1952  79F 000AA0C0 _wexecl
       1953  7A0 000AA100 _wexecle
       1954  7A1 000AA4A0 _wexeclp
       1955  7A2 000AA4E0 _wexeclpe
       1956  7A3 000AB1C0 _wexecv
       1957  7A4 000AB1E0 _wexecve
       1958  7A5 000AB8C0 _wexecvp
       1959  7A6 000AB8E0 _wexecvpe
       1960  7A7 00071060 _wfdopen
       1961  7A8 0009D8F0 _wfindfirst32
       1962  7A9 0009D900 _wfindfirst32i64
       1963  7AA 0009D910 _wfindfirst64
       1964  7AB 0009D920 _wfindfirst64i32
       1965  7AC 0009D930 _wfindnext32
       1966  7AD 0009D940 _wfindnext32i64
       1967  7AE 0009D950 _wfindnext64
       1968  7AF 0009D960 _wfindnext64i32
       1969  7B0 00071730 _wfopen
       1970  7B1 00002A60 _wfopen_s
       1971  7B2 00071EA0 _wfreopen
       1972  7B3 00071EE0 _wfreopen_s
       1973  7B4 00017710 _wfsopen
       1974  7B5 00021DB0 _wfullpath
       1975  7B6 000B1830 _wgetcwd
       1976  7B7 000B1850 _wgetdcwd
       1977  7B8 00023CB0 _wgetenv
       1978  7B9 000A7680 _wgetenv_s
       1979  7BA 0009E380 _wmakepath
       1980  7BB 0009E3B0 _wmakepath_s
       1981  7BC 000A0E30 _wmkdir
       1982  7BD 000A2610 _wmktemp
