Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\wbemcomn.dll

File Type: DLL

  Section contains the following exports for wbemcomn.dll

    00000000 characteristics
    264DE62A time date stamp
        0.00 version
           1 ordinal base
        1397 number of functions
        1397 number of names

    ordinal hint RVA      name

        688  29D 00033E20 ?GetBinary@Registry@@QEAAHPEBGPEAPEAEPEAK@Z
        689  29E 00044110 ?GetBinaryPath@CWbemInstallObject@@SAPEBGXZ
        690  29F 000021C0 ?GetBlob@CVar@@QEAAPEAUtagBLOB@@XZ
        691  2A0 00012700 ?GetBool@CVar@@QEAAFXZ
        692  2A1 0002B7C0 ?GetBoolAt@CSafeArray@@QEAAFH@Z
        693  2A2 0002B390 ?GetByte@CVar@@QEAAEXZ
        694  2A3 0002B7E0 ?GetByteAt@CSafeArray@@QEAAEH@Z
        695  2A4 00024000 ?GetCallerIdentity@CWbemCallSecurity@@QEAAPEBGXZ
        696  2A5 0002B390 ?GetChar@CVar@@QEAADXZ
        697  2A6 00033450 ?GetChildren@CClientOpsNode@@QEAAPEAV1@XZ
        698  2A7 000104F0 ?GetClsId@CVar@@QEAAPEAU_GUID@@XZ
        699  2A8 00031180 ?GetCompressedFileInfo@CMRCICompression@@SAHPEBGAEAW4CompressionLevel@1@AEAKAEAU_FILETIME@@AEA_J@Z
        700  2A9 0002B800 ?GetCreationTime@CEventLogRecord@@QEAA?AVCWbemTime@@XZ
        701  2AA 000119D0 ?GetCultures@CMUILocaleList@@QEAAPEBGXZ
        702  2AB 000246B0 ?GetDMTF@CWbemTime@@AEAAHHKPEAG@Z
        703  2AC 000111A0 ?GetDWORD@CVar@@QEAAKXZ
        704  2AD 00014860 ?GetDWORD@Registry@@QEAAHPEBGPEAK@Z
        705  2AE 00002D60 ?GetDWORDStr@Registry@@QEAAHPEBGPEAK@Z
        706  2AF 0003C700 ?GetDacl@CNtSecurityDescriptor@@QEAAHAEAVCNtAcl@@@Z
        707  2B0 0003C750 ?GetDacl@CNtSecurityDescriptor@@QEAAJPEAPEAVCNtAcl@@@Z
        708  2B1 00005530 ?GetDacl@CNtSecurityDescriptor@@QEAAPEAVCNtAcl@@XZ
        709  2B2 00024B60 ?GetDay@CDateTimeParser@@QEAAEXZ
        710  2B3 0002B820 ?GetDispatch@CVar@@QEAAPEAUIDispatch@@XZ
        711  2B4 00034550 ?GetDispatchAt@CSafeArray@@QEAAPEAUIDispatch@@H@Z
        712  2B5 0002B3B0 ?GetDouble@CVar@@QEAANXZ
        713  2B6 0002B860 ?GetDoubleAt@CSafeArray@@QEAANH@Z
        714  2B7 00012AD0 ?GetElementSize@CVarVector@@QEAAHXZ
        715  2B8 0002B880 ?GetEmbeddedObject@CVar@@QEAAPEAUIUnknown@@XZ
        716  2B9 00044120 ?GetEnvironmentValue@CWbemInstallObject@@CAJPEBGPEAPEBG@Z
        717  2BA 000021C0 ?GetEventTraceProperties@CWMITraceSettings@@QEAAPEAU_EVENT_TRACE_PROPERTIES@@XZ
        718  2BB 000119D0 ?GetExpression@CLike@@QEAAPEBGXZ
        719  2BC 00024860 ?GetFILETIME@CWbemTime@@QEBAHPEAU_FILETIME@@@Z
        721  2BD 0002B370 ?GetFileTime@CVar@@QEAA?AU_FILETIME@@XZ
        722  2BE 0000EE00 ?GetFirstFiringTime@CBasicUnloadInstruction@@UEBA?AVCWbemTime@@XZ
        723  2BF 00010CD0 ?GetFirst_ms_XXX_Locale@CMUILocaleList@@QEAAJPEAPEAG@Z
        724  2C0 00023900 ?GetFlags@C9XAce@@UEAAHXZ
        725  2C1 0000BF00 ?GetFlags@CNtAce@@UEAAHXZ
        726  2C2 0002B3A0 ?GetFloat@CVar@@QEAAMXZ
        727  2C3 0002B890 ?GetFloatAt@CSafeArray@@QEAAMH@Z
        728  2C4 00009490 ?GetFunctionPointers@CMUILocale@@CAJXZ
        729  2C5 0000F910 ?GetFunctionPointers@CPublishWMIOperationEvent@@SAJXZ
        731  2C6 0003C820 ?GetGroup@CNtSecurityDescriptor@@QEAAPEAVCNtSid@@XZ
        732  2C7 00033450 ?GetHandle@CPropertyName@@QEAAPEAXXZ
        733  2C8 00024B70 ?GetHours@CDateTimeParser@@QEAAEXZ
        734  2C9 00014760 ?GetIdleTimeout@CExecQueue@@MEAAKPEAVCThreadRecord@1@@Z
        735  2CA 00013320 ?GetIndex@CBuffer@@QEAAKXZ
        736  2CB 00024880 ?GetInfinity@CWbemInterval@@SA?AV1@XZ
        737  2CC 00024890 ?GetInfinity@CWbemTime@@SA?AV1@XZ
        738  2CD 00002240 ?GetInfo@CClientOpsNode@@QEAAPEAXXZ
        739  2CE 0003C910 ?GetInfo@CNtSid@@QEAAHPEAPEAG0PEAK@Z
        740  2CF 000025D0 ?GetInnerUnknown@CUnk@@QEAAPEAUIUnknown@@XZ
        741  2D0 00042140 ?GetInstructionType@CBasicUnloadInstruction@@UEAAHXZ
        742  2D1 000104F0 ?GetLPSTR@CVar@@QEAAPEADXZ
        743  2D2 00041090 ?GetLPSTR@WString2@@QEBAPEADXZ
        744  2D3 000401B0 ?GetLPSTR@WString@@QEBAPEADXZ
        745  2D4 000104F0 ?GetLPWSTR@CVar@@QEAAPEAGXZ
        746  2D5 00040280 ?GetLToken@WString2@@QEBAPEAGG@Z
        747  2D6 00040280 ?GetLToken@WString@@QEBAPEAGG@Z
        748  2D7 00023900 ?GetLastError@Registry@@QEAAJXZ
        749  2D8 00028060 ?GetLocalInfoAndAlloc@CDateTimeParser@@IEAAXKAEAPEAG@Z
        750  2D9 000248B0 ?GetLocalOffsetForDate@CWbemTime@@SAJPEBU_SYSTEMTIME@@@Z
        751  2DA 000025A0 ?GetLocales@CMUILocaleList@@QEAAPEBGXZ
        752  2DB 000102A0 ?GetLockCount@CWbemCriticalSection@@QEAAJXZ
        754  2DC 000111A0 ?GetLong@CVar@@QEAAJXZ
        755  2DD 0002B8B0 ?GetLongAt@CSafeArray@@QEAAJH@Z
        757  2DE 00024B80 ?GetMicroseconds@CDateTimeParser@@QEAAIXZ
        758  2DF 000102A0 ?GetMilliseconds@CWbemInterval@@QEBAKXZ
        759  2E0 00024B90 ?GetMinutes@CDateTimeParser@@QEAAEXZ
        760  2E1 00024BA0 ?GetMonth@CDateTimeParser@@QEAAEXZ
        761  2E2 00033EF0 ?GetMultiStr@Registry@@QEAAPEAGPEBGAEAK@Z
        762  2E3 00037230 ?GetNewSafeArray@CVar@@QEAAPEAUtagSAFEARRAY@@XZ
        763  2E4 00009CB0 ?GetNewSafeArray@CVarVector@@QEAAPEAUtagSAFEARRAY@@XZ
        764  2E5 00037240 ?GetNewVariant@CVar@@QEAAPEAUtagVARIANT@@XZ
        765  2E6 000025A0 ?GetNext@CClientOpsNode@@QEAAPEAV1@XZ
        766  2E7 000025A0 ?GetNext@CExecRequest@@QEAAPEAV1@XZ
        767  2E8 00044E40 ?GetNextElement@CCircularQueue@@QEAAKPEAPEAULOG_ELEMENT@@@Z
        768  2E9 0000EC50 ?GetNextFiringTime@CBasicUnloadInstruction@@UEBA?AVCWbemTime@@V2@PEAJ@Z
        769  2EA 0000BF20 ?GetNumAces@CNtAcl@@QEAAHXZ
        770  2EB 000102A0 ?GetNumElements@CPropertyName@@QEBAJXZ
        771  2EC 00035490 ?GetNumInstructions@CInstructionQueue@@QEAAJXZ
        772  2ED 0002B8D0 ?GetNumStrings@CEventLogRecord@@QEAAGXZ
        773  2EE 00010420 ?GetOleType@CVar@@QEAAHXZ
        774  2EF 0003CAA0 ?GetOwner@CNtSecurityDescriptor@@QEAAPEAVCNtSid@@XZ
        775  2F0 000111A0 ?GetOwningThreadId@CWbemCriticalSection@@QEAAKXZ
        776  2F1 00024BB0 ?GetPart@CDatePart@@QEAAJHPEAH@Z
        777  2F2 000148C0 ?GetPersistentCfgValue@CPersistentConfig@@QEAAHKAEAK@Z
        778  2F3 00022FC0 ?GetPotentialImpersonation@CWbemCallSecurity@@UEAAJXZ
        779  2F4 000280E0 ?GetPreferedDateFormat@CDateTimeParser@@IEAAXXZ
        780  2F5 00008770 ?GetPreferredLanguages@CMUILocale@@SAJKPEAPEAGPEAK@Z
        781  2F6 00013120 ?GetPreferredLanguages@CMUILocale@@SAJPEAPEAGPEAK@Z
        782  2F7 000104F0 ?GetPrevious@CClientOpsNode@@QEAAPEAV1@XZ
        783  2F8 00022FC0 ?GetPriority@CExecRequest@@QEAAJXZ
        784  2F9 00036070 ?GetPropertyFromIUnknown@CTextTemplate@@AEAAPEAGPEAGPEAUIUnknown@@@Z
        785  2FA 000104F0 ?GetPtr@CNtAce@@QEAAPEAU_ACCESS_ALLOWED_ACE@@XZ
        786  2FB 000119D0 ?GetPtr@CNtAcl@@QEAAPEAU_ACL@@XZ
        787  2FC 000119D0 ?GetPtr@CNtSecurityDescriptor@@QEAAPEAXXZ
        788  2FD 000119D0 ?GetPtr@CNtSid@@QEAAPEAXXZ
        790  2FE 00033FE0 ?GetQWORD@Registry@@QEAAHPEBGPEA_K@Z
        791  2FF 00033460 ?GetQueryClass@QL1_Parser@@QEAAHPEAGH@Z
        792  300 0000CA70 ?GetQueueSize@CFlexQueue@@QEBAHXZ
        793  301 00037310 ?GetRawArrayData@CVarVector@@QEAAJPEAXH@Z
        794  302 000025A0 ?GetRawData@CBuffer@@QEAAPEAEXZ
        795  303 00034590 ?GetRawData@CSafeArray@@QEAAHPEAXH@Z
        796  304 000021C0 ?GetRawData@CVar@@QEAAPEAXXZ
        797  305 00023910 ?GetRecursionCount@CWbemCriticalSection@@QEAAJXZ
        798  306 0000D520 ?GetReferencedAliases@CWQLScanner@@QEAAHAEAVCWStringArray@@@Z
        799  307 0000CD50 ?GetReferencedTables@CWQLScanner@@QEAAHAEAVCWStringArray@@@Z
        800  308 00044170 ?GetRegistryPathCIMOM@CWbemInstallObject@@SAPEBGXZ
        801  309 00044180 ?GetRegistryPathWbem@CWbemInstallObject@@SAPEBGXZ
        802  30A 00044190 ?GetRepositoryFolder@CWbemInstallObject@@SAPEBGXZ
        803  30B 000249A0 ?GetSYSTEMTIME@CWbemTime@@QEBAHPEAU_SYSTEMTIME@@@Z
        804  30C 0003CB50 ?GetSacl@CNtSecurityDescriptor@@QEAAJPEAPEAVCNtAcl@@@Z
        805  30D 0003CC20 ?GetSacl@CNtSecurityDescriptor@@QEAAPEAVCNtAcl@@XZ
        806  30E 00005F10 ?GetSafeArray@CVarVector@@QEAAPEAUtagSAFEARRAY@@H@Z
        807  30F 0000BE30 ?GetScalarAt@CSafeArray@@AEAA?ATSA_ArrayScalar@@H@Z
        808  310 00024D10 ?GetSeconds@CDateTimeParser@@QEAAEXZ
        809  311 000249E0 ?GetSeconds@CWbemInterval@@QEBAKXZ
        811  312 00013310 ?GetSelectedColumns@CWQLScanner@@QEAAPEBVCFlexArray@@XZ
        812  313 0003D920 ?GetSerializedSize@C9XAce@@UEAAKXZ
        813  314 0003D960 ?GetSerializedSize@CNtAce@@UEAAKXZ
        814  315 00045140 ?GetSessionName@CWMITraceSettings@@QEAAPEAGXZ
        815  316 00012700 ?GetShort@CVar@@QEAAFXZ
        816  317 0002B7C0 ?GetShortAt@CSafeArray@@QEAAFH@Z
        817  318 0003D980 ?GetSid@CNtAce@@QEAAHAEAVCNtSid@@@Z
        818  319 00008290 ?GetSid@CNtAce@@QEAAPEAVCNtSid@@XZ
        819  31A 00007910 ?GetSidFromThreadOrProcess@CIdentitySecurity@@AEAAJAEAVCNtSid@@@Z
        820  31B 00033560 ?GetSinglePropertyName@CAbstractQl1Parser@@IEAAPEBGXZ
        821  31C 0002D290 ?GetSitoutPenalty@CExecQueue@@QEAAKXZ
        822  31D 00022FC0 ?GetSize@CBuffer@@QEAAKXZ
        823  31E 00024010 ?GetSize@CNtAce@@QEAAKXZ
        824  31F 0003DF50 ?GetSize@CNtAcl@@QEAAKXZ
        825  320 0003DF90 ?GetSize@CNtSecurityDescriptor@@QEAAKXZ
        826  321 0000D270 ?GetSize@CNtSid@@QEAAKXZ
        827  322 000025E0 ?GetStatus@C9XAce@@UEAAKXZ
        828  323 000129D0 ?GetStatus@CNtAce@@UEAAKXZ
        829  324 000111A0 ?GetStatus@CNtAcl@@QEAAKXZ
        830  325 000111A0 ?GetStatus@CNtSecurityDescriptor@@QEAAKXZ
        831  326 000111A0 ?GetStatus@CNtSid@@QEAAKXZ
        832  327 00002B50 ?GetStr@Registry@@QEAAHPEBGPEAPEAG@Z
        833  328 000104F0 ?GetString@CInsertionString@@QEAAPEBGXZ
        834  329 0002B8E0 ?GetStringAt@CEventLogRecord@@QEAAPEBGH@Z
        835  32A 000043F0 ?GetStringAt@CPropertyName@@QEBAPEBGJ@Z
        836  32B 000025D0 ?GetStringPointerByRef@WString2@@QEBAAEBQEBGXZ
        837  32C 000025D0 ?GetStringPointerByRef@WString@@QEBAAEBQEBGXZ
        838  32D 00003490 ?GetText@CPropertyName@@QEAAPEAGXZ
        839  32E 00008300 ?GetText@CVar@@QEAAPEAGJJPEBG@Z
        840  32F 000136F0 ?GetText@CVarVector@@QEAAPEAGJJ@Z
        841  330 00003E40 ?GetText@QL_LEVEL_1_RPN_EXPRESSION@@QEAAPEAGXZ
        842  331 00003B30 ?GetText@QL_LEVEL_1_TOKEN@@QEAAPEAGXZ
        843  332 0003DFB0 ?GetTextSid@CNtSid@@QEAAHPEAGPEAK@Z
        844  333 0003E040 ?GetTextSid@CNtSid@@QEAAJPEAPEAG@Z
        845  334 0000FE80 ?GetTickCount@CWbemTime@@SA?AV1@XZ
        846  335 0002D2B0 ?GetTlsIndex@CExecQueue@@SAKXZ
        847  336 000025A0 ?GetToken@CWbemCallSecurity@@UEAAPEAXXZ
        848  337 00024D90 ?GetTraceLevel@CWMITraceSettings@@QEAAEXZ
        849  338 00022FC0 ?GetType@C9XAce@@UEAAHXZ
        850  339 0002D2C0 ?GetType@CExecQueue@@UEAAPEBGXZ
        851  33A 0003E0A0 ?GetType@CNtAce@@UEAAHXZ
        852  33B 000129D0 ?GetType@CSafeArray@@QEAAHXZ
        853  33C 000102A0 ?GetType@CVar@@QEAAHXZ
        854  33D 000102A0 ?GetType@CVarVector@@QEAAHXZ
        855  33E 00034040 ?GetType@Registry@@QEAAHPEBGPEAK@Z
        856  33F 00037390 ?GetTypeText@CVar@@QEAAPEAGXZ
        857  340 00024D20 ?GetUTC@CDateTimeParser@@QEAAHXZ
        858  341 000119E0 ?GetUnknown@CUnk@@QEAAPEAUIUnknown@@XZ
        859  342 000025D0 ?GetUnknown@CUnkInternal@@QEAAPEAUIUnknown@@XZ
        860  343 0002B820 ?GetUnknown@CVar@@QEAAPEAUIUnknown@@XZ
        861  344 00034550 ?GetUnknownAt@CSafeArray@@QEAAPEAUIUnknown@@H@Z
        862  345 00024D30 ?GetValue@CDMTFParser@@QEAAHH@Z
        863  346 000104F0 ?GetVarVector@CVar@@QEAAPEAVCVarVector@@XZ
        864  347 00034620 ?GetVariantAt@CSafeArray@@QEAA?AUtagVARIANT@@H@Z
        867  348 000104F0 ?GetWhenDoneHandle@CExecRequest@@QEAAPEAXXZ
        868  349 00012700 ?GetWord@CVar@@QEAAGXZ
        869  34A 00024D50 ?GetYear@CDateTimeParser@@QEAAIXZ
        870  34B 000025B0 ?GetZero@CWbemTime@@SA?AV1@XZ
        872  34C 0000C830 ?Grow@CFlexQueue@@IEAA_NXZ
        873  34D 00013980 ?Grow@CSmallArrayBlob@@IEAAPEAV1@XZ
        874  34E 00034CF0 ?Halt@CHaltable@@QEAAJXZ
        875  34F 00036460 ?HandleEmbeddedObjectProperties@CTextTemplate@@AEAAPEAGPEAGPEAUIWbemClassObject@@@Z
        876  350 00045170 ?HasChildren@CClientOpsNode@@QEAA_NXZ
        877  351 0003E0C0 ?HasOwner@CNtSecurityDescriptor@@QEAAHXZ
        878  352 00045180 ?HasToBeEnabled@CTraceSessionControl@@QEAA_NXZ
        879  353 00011A50 ?ImpersonateClient@CWbemCallSecurity@@UEAAJXZ
        880  354 00007E00 ?InOrder@CQl1ParseSink@@UEAAXJ@Z
        881  355 00023920 ?IncrementIndex@CFlexQueue@@IEAAXAEAH@Z
        882  356 00033580 ?Init@CPropertyName@@QEAAXXZ
        883  357 0000EE60 ?Init@CPublishWMIOperationEvent@@SAJXZ
        884  358 00012CF0 ?Init@CVar@@AEAAXXZ
        885  359 000123A0 ?InitMap@CWbemInstallObject@@SAXXZ
        886  35A 0002D2D0 ?InitTls@CExecQueue@@KAXXZ
        887  35B 00004770 ?InitToken@CAbstractQl1Parser@@KAXPEAU_tag_WbemQl1Token@@@Z
        888  35C 0000C000 ?Initialize@CMUILocaleList@@QEAAJPEAG_N@Z
        889  35D 00034A10 ?Initialize@CSmallArrayBlob@@IEAAXH@Z
        890  35E 00045220 ?Initialize@CTraceSessionControl@@QEAAKPEBG@Z
        891  35F 00012810 ?Initialize@CUnk@@UEAAHXZ
        892  360 000147C0 ?InitializeThread@CExecQueue@@MEAAJXZ
        893  361 000110D0 ?Insert@CClientOpsNode@@AEAAXPEAV1@@Z
        894  362 0000A9A0 ?InsertAt@CFlexArray@@QEAAHHPEAX@Z
        895  363 000138E0 ?InsertAt@CSmallArrayBlob@@QEAAPEAV1@HPEAX@Z
        896  364 000373B0 ?InsertAt@CVarVector@@QEAAHHAEAVCVar@@@Z
        897  365 0002E460 ?InsertAt@CWStringArray@@QEAAHHPEBG@Z
        898  366 00012710 ?InternalAddRef@CUnkInternal@@QEAAKXZ
        899  367 0002B900 ?InternalQueryInterface@CUnkInternal@@QEAAJAEBU_GUID@@PEAPEAX@Z
        900  368 000126D0 ?InternalRawArrayAccess@CVarVector@@QEAAJXZ
        901  369 00012590 ?InternalRelease@CUnkInternal@@QEAAKXZ
        902  36A 0002E500 ?Intersection@CWStringArray@@SAXAEAV1@00@Z
        904  36B 0002D300 ?IsAppropriateThread@CExecQueue@@MEAAHXZ
        905  36C 000102B0 ?IsDataNull@CVar@@QEAAHXZ
        906  36D 00036880 ?IsEmbeddedObjectProperty@CTextTemplate@@AEAAHPEAG@Z
        907  36E 000102A0 ?IsEmpty@CInsertionString@@QEAAHXZ
        908  36F 00024A20 ?IsEmpty@CInstructionQueue@@QEAAHXZ
        909  370 00024D90 ?IsEnabled@CTraceSessionControl@@QEAA_NXZ
        910  371 000111A0 ?IsEntered@CCheckedInCritSec@@QEAAHXZ
        911  372 000111A0 ?IsEntered@CEnterWbemCriticalSection@@QEAAHXZ
        912  373 0000F8C0 ?IsEventEnabled@CPublishWMIOperationEvent@@SAJAEBU_EVENT_DESCRIPTOR@@@Z
        913  374 00024A00 ?IsFinite@CWbemInterval@@QEBAHXZ
        914  375 000100A0 ?IsFinite@CWbemTime@@QEBAHXZ
        915  376 00010290 ?IsHalted@CHaltable@@QEAAHXZ
        916  377 00014700 ?IsIdleTooLong@CExecQueue@@MEAAHPEAVCThreadRecord@1@K@Z
        917  378 000119B0 ?IsImpersonating@CWbemCallSecurity@@UEAAHXZ
        919  379 000441A0 ?IsInitialized@CWbemInstallObject@@CA_NXZ
        920  37A 00024D60 ?IsInterval@CDMTFParser@@QEAA_NXZ
        926  37B 000102F0 ?IsNull@CVar@@QEAAHXZ
        927  37C 00012960 ?IsOffline@CWbemInstallObject@@SA_NXZ
        928  37D 0002D340 ?IsOk@CExecRequest@@QEAA_NXZ
        929  37E 00012920 ?IsOptimized@CVarVector@@QEAAHXZ
        931  37F 000025E0 ?IsSTA@CExecQueue@@MEAAHXZ
        932  380 0002D350 ?IsSTAThread@CExecQueue@@SAHXZ
        933  381 000147B0 ?IsSuitableThread@CExecQueue@@MEAAHPEAVCThreadRecord@1@PEAVCExecRequest@@@Z
        934  382 00024D70 ?IsUsed@CDMTFParser@@QEAA_NH@Z
        935  383 00024030 ?IsUser@CNtSid@@QEAA_NXZ
        936  384 0000D650 ?IsUserInGroup@CNtSecurity@@SAHPEAXAEAVCNtSid@@PEAH@Z
        937  385 00024D90 ?IsValid@CDMTFParser@@QEAA_NXZ
        938  386 00024040 ?IsValid@CNtAcl@@QEAAHXZ
        939  387 00005740 ?IsValid@CNtSecurityDescriptor@@QEAAHXZ
        940  388 00009700 ?IsValid@CNtSid@@QEAAHXZ
        941  389 000281B0 ?IsValidAmPmString@CDateTimeParser@@IEAAHPEAGPEBGQEAPEAG@Z
        942  38A 00028290 ?IsValidColonMillisecond@CDateTimeParser@@IEAAHPEAGPEBG@Z
        943  38B 00024DA0 ?IsValidDateTime@CDateTimeParser@@QEAAHXZ
        944  38C 00028330 ?IsValidDayNumber@CDateTimeParser@@IEAAHPEAGPEBG@Z
        945  38D 000283E0 ?IsValidDotMillisecond@CDateTimeParser@@IEAAHPEAGPEBG@Z
        948  38E 000284A0 ?IsValidHourNumber@CDateTimeParser@@IEAAHPEAGPEBG@Z
        949  38F 00028550 ?IsValidMinuteNumber@CDateTimeParser@@IEAAHPEAGPEBG@Z
        950  390 000285F0 ?IsValidMonthNumber@CDateTimeParser@@IEAAHPEAGPEBG@Z
        951  391 000286A0 ?IsValidMonthString@CDateTimeParser@@IEAAHPEAGPEBGQEAPEAG2@Z
        952  392 00028780 ?IsValidSecondNumber@CDateTimeParser@@IEAAHPEAGPEBG@Z
        953  393 00037450 ?IsValidVectorArray@CVarVector@@SAHHPEAUtagSAFEARRAY@@@Z
        954  394 00007D70 ?IsValidVectorType@CVarVector@@SAHH@Z
        955  395 00028820 ?IsValidYearMonthDayNumber@CDateTimeParser@@IEAAHPEAG@Z
        956  396 000289A0 ?IsValidYearNumber@CDateTimeParser@@IEAAHPEAGPEBGH@Z
        958  397 00024DB0 ?IsWildcard@CDMTFParser@@QEAA_NH@Z
        959  398 00024A10 ?IsZero@CWbemInterval@@QEBAHXZ
        960  399 00024A20 ?IsZero@CWbemTime@@QEBAHXZ
        961  39A 0000DAB0 ?LCID_To_Culture_Format@CMUILocale@@SAJKPEAG_K@Z
        962  39B 000039D0 ?LCID_To_ms_XXX_Format@CMUILocale@@SAJKPEAG_K@Z
        963  39C 00011780 ?Leave@CCheckedInCritSec@@QEAAXXZ
        964  39D 00002560 ?Leave@CCritSec@@QEAAXXZ
        965  39E 0002D390 ?Leave@CExecQueue@@QEAAXXZ
        966  39F 00002560 ?Leave@CStaticCritSec@@QEAAXXZ
        967  3A0 00012BA0 ?Leave@CWbemCriticalSection@@QEAAXXZ
        968  3A1 000129D0 ?Length@WString2@@QEBAHXZ
        969  3A2 000127F0 ?Length@WString@@QEBAHXZ
        970  3A3 00007360 ?LocaleName_To_LCID@CMUILocale@@SAJPEBGPEA_NPEAK@Z
        971  3A4 00011710 ?Lock@?$CLockableFlexArray@VCStaticCritSec@@@@QEAAXXZ
        972  3A5 00045280 ?Lock@CClientOpsNode@@QEAAXXZ
        973  3A6 00022D60 ?LockRegion@CBuffer@@UEAAJT_ULARGE_INTEGER@@0K@Z
        974  3A7 0002D3B0 ?LogError@CExecQueue@@MEAAXPEAVCExecRequest@@H@Z
        976  3A8 00024070 ?MakeInternalCopyOfThread@CWbemCallSecurity@@SAPEAV1@XZ
        977  3A9 00005F90 ?MakeOptimized@CVarVector@@QEAAHHHH@Z
        978  3AA 000025E0 ?MarkForRemoval@CTimerInstruction@@UEAAJXZ
        979  3AB 00030940 ?Match@CLike@@QEAA_NPEBG@Z
        980  3AC 00030970 ?MatchSet@CLike@@IEAA_NPEBG0AEAH@Z
        981  3AD 00034080 ?MoveToSubkey@Registry@@QEAAHPEBG@Z
        982  3AE 00001790 ?Mrci1Decompress@CBaseMrciCompression@@QEAAIPEAEI0I@Z
        983  3AF 000314A0 ?Mrci1MaxCompress@CBaseMrciCompression@@QEAAIPEAEI0I@Z
        984  3B0 000318E0 ?Mrci2Decompress@CBaseMrciCompression@@QEAAIPEAEI0I@Z
        985  3B1 00031A90 ?Mrci2MaxCompress@CBaseMrciCompression@@QEAAIPEAEI0I@Z
        986  3B2 0000AC00 ?Next@CAbstractQl1Parser@@MEAAHH@Z
        987  3B3 0000CB70 ?Next@CWQLScanner@@AEAAHXZ
        989  3B4 00007E00 ?NotifyStartingThread@CTimerGenerator@@MEAAXXZ
        990  3B5 00007E00 ?NotifyStoppingThread@CTimerGenerator@@MEAAXXZ
        991  3B6 000132A0 ?ObjectCreated@CContainerControl@@UEAAHPEAUIUnknown@@@Z
        992  3B7 00007E00 ?ObjectDestroyed@CContainerControl@@UEAAXPEAUIUnknown@@@Z
        993  3B8 000132A0 ?OnInitialize@CUnk@@UEAAHXZ
        994  3B9 0002B950 ?Open@CEventLog@@QEAAHXZ
        995  3BA 00003130 ?Open@Registry@@QEAAHPEAUHKEY__@@PEBGK@Z
        996  3BB 0003F220 ?OrderAces@CNtAcl@@QEAAPEAV1@XZ
        997  3BC 000335A0 ?Parse@CAbstractQl1Parser@@QEAAHPEAVCQl1ParseSink@@H@Z
        998  3BD 0000A610 ?Parse@CWQLScanner@@QEAAHXZ
        999  3BE 000063F0 ?Parse@QL1_Parser@@QEAAHPEAPEAUQL_LEVEL_1_RPN_EXPRESSION@@@Z
       1000  3BF 00024DD0 ?ParseAbsolute@CDMTFParser@@IEAAXPEBG@Z
       1001  3C0 00024F80 ?ParseDate@CDMTFParser@@IEAAXPEBG@Z
       1002  3C1 00025040 ?ParseInterval@CDMTFParser@@IEAAXPEBG@Z
       1003  3C2 00025140 ?ParsePart@CDMTFParser@@IEAAHPEBGHHPEAHHH@Z
       1004  3C3 0002E900 ?Peek@CFlexQueue@@QEAAPEAXXZ
       1005  3C4 000368C0 ?ProcessArray@CTextTemplate@@AEAAPEAGAEBUtagVARIANT@@PEAG@Z
       1006  3C5 0000F740 ?Publish@CPublishWMIOperationEvent@@SAJPEAGKK0000K_K0H@Z
       1007  3C6 0000F390 ?PublishClientRequestFailure@CPublishWMIOperationEvent@@SAJPEBGPEAG1K10J0@Z
       1008  3C7 00047550 ?PublishESSDrop@CPublishWMIOperationEvent@@SAJPEAG0@Z
       1009  3C8 00014270 ?PublishEssStarted@CPublishWMIOperationEvent@@SAJPEAG00K0K0@Z
       1010  3C9 00047710 ?PublishEssToConsumer@CPublishWMIOperationEvent@@SAJPEAG0@Z
       1011  3CA 000144A0 ?PublishEssToConsumerBinding@CPublishWMIOperationEvent@@SAJPEAG000@Z
       1012  3CB 000478D0 ?PublishMethodExec@CPublishWMIOperationEvent@@SAJPEAGKK000000K_K0H@Z
       1013  3CC 0000F670 ?PublishProviderInfo@CPublishWMIOperationEvent@@SAJKPEAGK000PEAUIWbemContext@@@Z
       1014  3CD 0000F1D0 ?PublishProviderStarted@CPublishWMIOperationEvent@@SAJPEAGJ0K0@Z
       1015  3CE 00002250 ?PublishRepDelete@CPublishWMIOperationEvent@@SAJKPEAGPEAUIWbemContext@@K0_KH@Z
       1016  3CF 0000F110 ?PublishRepUpdate@CPublishWMIOperationEvent@@SAJKPEAGKPEAUIWbemContext@@K0_KH@Z
       1017  3D0 0000F820 ?PublishStop@CPublishWMIOperationEvent@@SAJKJPEAG@Z
       1018  3D1 0000EEF0 ?PublishTemporaryEssStarted@CPublishWMIOperationEvent@@SAJPEAG00K00@Z
       1019  3D2 00015E40 ?PublishWin32ProcessCreation@CPublishWMIOperationEvent@@SAJPEAGKK0K_K000K1H@Z
       1020  3D3 00009C00 ?Pushback@CWQLScanner@@AEAAHPEAUWSLexToken@@@Z
       1021  3D4 000452A0 ?Query@CTraceSessionControl@@SAK_KPEAGPEAPEAVCWMITraceSettings@@@Z
       1022  3D5 000125D0 ?QueryBlanket@CWbemCallSecurity@@UEAAJPEAK0PEAPEAG00PEAPEAX0@Z
       1023  3D6 00022FD0 ?QueryInterface@CBuffer@@UEAAJAEBU_GUID@@PEAPEAX@Z
