Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\libcrypto.dll

File Type: DLL

  Section contains the following exports for libcrypto.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        3477 number of functions
        3477 number of names

    ordinal hint RVA      name

       2196  893 000A72B0 RSA_padding_check_PKCS1_type_1
       2197  894 000A7410 RSA_padding_check_PKCS1_type_2
       2198  895 000A9640 RSA_padding_check_X931
       2199  896 000A6430 RSA_padding_check_none
       2200  897 000A8400 RSA_print
       2201  898 000A8470 RSA_print_fp
       2202  899 000A4180 RSA_private_decrypt
       2203  89A 000A4190 RSA_private_encrypt
       2204  89B 000A41A0 RSA_public_decrypt
       2205  89C 000A41B0 RSA_public_encrypt
       2206  89D 000A62F0 RSA_set_default_method
       2207  89E 000A6300 RSA_set_ex_data
       2208  89F 000A6310 RSA_set_method
       2209  8A0 000A41C0 RSA_setup_blinding
       2210  8A1 000A8FE0 RSA_sign
       2211  8A2 000A8D70 RSA_sign_ASN1_OCTET_STRING
       2212  8A3 000A4430 RSA_size
       2213  8A4 000A6370 RSA_up_ref
       2214  8A5 000A9240 RSA_verify
       2215  8A6 000A8E90 RSA_verify_ASN1_OCTET_STRING
       2216  8A7 000A88D0 RSA_verify_PKCS1_PSS
       2217  8A8 000A88F0 RSA_verify_PKCS1_PSS_mgf1
       2218  8A9 000A9760 SHA1
       2219  8AA 000A97F0 SHA1_Final
       2220  8AB 000A9990 SHA1_Init
       2221  8AC 000A99E0 SHA1_Transform
       2222  8AD 000A99F0 SHA1_Update
       2223  8AE 000AC2A0 SHA224
       2224  8AF 000AC380 SHA224_Final
       2225  8B0 000AC390 SHA224_Init
       2226  8B1 000AC3F0 SHA224_Update
       2227  8B2 000AC400 SHA256
       2228  8B3 000AC4E0 SHA256_Final
       2229  8B4 000AC810 SHA256_Init
       2230  8B5 000AC870 SHA256_Transform
       2231  8B6 000AC880 SHA256_Update
       2232  8B7 000ADAC0 SHA384
       2233  8B8 000ADBD0 SHA384_Final
       2234  8B9 000ADBE0 SHA384_Init
       2235  8BA 000ADC70 SHA384_Update
       2236  8BB 000ADC80 SHA512
       2237  8BC 000ADD90 SHA512_Final
       2238  8BD 000AE320 SHA512_Init
       2239  8BE 000AE3B0 SHA512_Transform
       2240  8BF 000AE3C0 SHA512_Update
       2241  8C0 00011640 SMIME_crlf_copy
       2242  8C1 000117D0 SMIME_read_ASN1
       2243  8C2 0009DF20 SMIME_read_PKCS7
       2244  8C3 00011C70 SMIME_text
       2245  8C4 00011E20 SMIME_write_ASN1
       2246  8C5 0009DF30 SMIME_write_PKCS7
       2247  8C6 00006FE0 SSLeay
       2248  8C7 00006FF0 SSLeay_version
       2249  8C8 0007F160 STREEBOG256
       2250  8C9 0007F240 STREEBOG256_Final
       2251  8CA 0007F250 STREEBOG256_Init
       2252  8CB 0007F2B0 STREEBOG256_Update
       2253  8CC 0007F2C0 STREEBOG512
       2254  8CD 0007F360 STREEBOG512_Final
       2255  8CE 0007FAF0 STREEBOG512_Init
       2256  8CF 0007FB20 STREEBOG512_Transform
       2257  8D0 0007FB80 STREEBOG512_Update
       2258  8D1 000CE760 SXNETID_free
       2259  8D2 0013E7C0 SXNETID_it
       2260  8D3 000CE770 SXNETID_new
       2261  8D4 000CE780 SXNET_add_id_INTEGER
       2262  8D5 000CE960 SXNET_add_id_asc
       2263  8D6 000CE9E0 SXNET_add_id_ulong
       2264  8D7 000CEA80 SXNET_free
       2265  8D8 000CEA90 SXNET_get_id_INTEGER
       2266  8D9 000CEB10 SXNET_get_id_asc
       2267  8DA 000CEB80 SXNET_get_id_ulong
       2268  8DB 0013E790 SXNET_it
       2269  8DC 000CEC20 SXNET_new
       2270  8DD 000B08F0 TS_ACCURACY_dup
       2271  8DE 000B0900 TS_ACCURACY_free
       2272  8DF 000B4F40 TS_ACCURACY_get_micros
       2273  8E0 00010200 TS_ACCURACY_get_millis
       2274  8E1 0007C860 TS_ACCURACY_get_seconds
       2275  8E2 00139200 TS_ACCURACY_it
       2276  8E3 000B0910 TS_ACCURACY_new
       2277  8E4 000B4C20 TS_ACCURACY_set_micros
       2278  8E5 000B4CA0 TS_ACCURACY_set_millis
       2279  8E6 000B4D20 TS_ACCURACY_set_seconds
       2280  8E7 000B1DF0 TS_ASN1_INTEGER_print_bio
       2281  8E8 000B0F80 TS_CONF_get_tsa_section
       2282  8E9 000B0FF0 TS_CONF_load_cert
       2283  8EA 000B1070 TS_CONF_load_certs
       2284  8EB 000B1180 TS_CONF_load_key
       2285  8EC 000B1210 TS_CONF_set_accuracy
       2286  8ED 000B13B0 TS_CONF_set_certs
       2287  8EE 000B1510 TS_CONF_set_clock_precision_digits
       2288  8EF 000B15B0 TS_CONF_set_crypto_device
       2289  8F0 000B16D0 TS_CONF_set_def_policy
       2290  8F1 000B17A0 TS_CONF_set_default_engine
       2291  8F2 000B1860 TS_CONF_set_digests
       2292  8F3 000B19B0 TS_CONF_set_ess_cert_id_chain
       2293  8F4 000B19D0 TS_CONF_set_ordering
       2294  8F5 000B19F0 TS_CONF_set_policies
       2295  8F6 000B1B10 TS_CONF_set_serial
       2296  8F7 000B1B90 TS_CONF_set_signer_cert
       2297  8F8 000B1C90 TS_CONF_set_signer_key
       2298  8F9 000B1D90 TS_CONF_set_tsa_name
       2299  8FA 000B0920 TS_MSG_IMPRINT_dup
       2300  8FB 000B0930 TS_MSG_IMPRINT_free
       2301  8FC 0007C860 TS_MSG_IMPRINT_get_algo
       2302  8FD 00010200 TS_MSG_IMPRINT_get_msg
       2303  8FE 00139080 TS_MSG_IMPRINT_it
       2304  8FF 000B0940 TS_MSG_IMPRINT_new
       2305  900 000B1EA0 TS_MSG_IMPRINT_print_bio
       2306  901 000B2230 TS_MSG_IMPRINT_set_algo
       2307  902 000B22B0 TS_MSG_IMPRINT_set_msg
       2308  903 000B1F40 TS_OBJ_print_bio
       2309  904 000B22C0 TS_REQ_add_ext
       2310  905 000B22E0 TS_REQ_delete_ext
       2311  906 000B0950 TS_REQ_dup
       2312  907 000B22F0 TS_REQ_ext_free
       2313  908 000B0960 TS_REQ_free
       2314  909 000B2320 TS_REQ_get_cert_req
       2315  90A 000B2330 TS_REQ_get_ext
       2316  90B 000B2340 TS_REQ_get_ext_by_NID
       2317  90C 000B2350 TS_REQ_get_ext_by_OBJ
       2318  90D 000B2360 TS_REQ_get_ext_by_critical
       2319  90E 000B2370 TS_REQ_get_ext_count
       2320  90F 000B2380 TS_REQ_get_ext_d2i
       2321  910 00065730 TS_REQ_get_exts
       2322  911 00010200 TS_REQ_get_msg_imprint
       2323  912 00076DF0 TS_REQ_get_nonce
       2324  913 000B4F40 TS_REQ_get_policy_id
       2325  914 000B2390 TS_REQ_get_version
       2326  915 00139170 TS_REQ_it
       2327  916 000B0970 TS_REQ_new
       2328  917 000B2110 TS_REQ_print_bio
       2329  918 000B23A0 TS_REQ_set_cert_req
       2330  919 000B23B0 TS_REQ_set_msg_imprint
       2331  91A 000B2430 TS_REQ_set_nonce
       2332  91B 000B24B0 TS_REQ_set_policy_id
       2333  91C 000B2530 TS_REQ_set_version
       2334  91D 000B6140 TS_REQ_to_TS_VERIFY_CTX
       2335  91E 000B2D00 TS_RESP_CTX_add_failure_info
       2336  91F 000B2D90 TS_RESP_CTX_add_flags
       2337  920 000B2DA0 TS_RESP_CTX_add_md
       2338  921 000B2E20 TS_RESP_CTX_add_policy
       2339  922 000B2EC0 TS_RESP_CTX_free
       2340  923 000633A0 TS_RESP_CTX_get_request
       2341  924 000643B0 TS_RESP_CTX_get_tst_info
       2342  925 000B2F40 TS_RESP_CTX_new
       2343  926 000B2FB0 TS_RESP_CTX_set_accuracy
       2344  927 000B30D0 TS_RESP_CTX_set_certs
       2345  928 000B31B0 TS_RESP_CTX_set_clock_precision_digits
       2346  929 000B31D0 TS_RESP_CTX_set_def_policy
       2347  92A 000B3240 TS_RESP_CTX_set_extension_cb
       2348  92B 000771D0 TS_RESP_CTX_set_serial_cb
       2349  92C 000B3250 TS_RESP_CTX_set_signer_cert
       2350  92D 000B32E0 TS_RESP_CTX_set_signer_key
       2351  92E 000B3330 TS_RESP_CTX_set_status_info
       2352  92F 000B3430 TS_RESP_CTX_set_status_info_cond
       2353  930 000B3890 TS_RESP_create_response
       2354  931 000B0980 TS_RESP_dup
       2355  932 000B0990 TS_RESP_free
       2356  933 0007C860 TS_RESP_get_status_info
       2357  934 00010200 TS_RESP_get_token
       2358  935 000B4F40 TS_RESP_get_tst_info
       2359  936 001394A0 TS_RESP_it
       2360  937 000B09A0 TS_RESP_new
       2361  938 000B2540 TS_RESP_print_bio
       2362  939 000B4DA0 TS_RESP_set_status_info
       2363  93A 000B4E20 TS_RESP_set_tst_info
       2364  93B 000B5300 TS_RESP_verify_response
       2365  93C 000B5380 TS_RESP_verify_signature
       2366  93D 000B5780 TS_RESP_verify_token
       2367  93E 000B09B0 TS_STATUS_INFO_dup
       2368  93F 000B09C0 TS_STATUS_INFO_free
       2369  940 00139400 TS_STATUS_INFO_it
       2370  941 000B09D0 TS_STATUS_INFO_new
       2371  942 000B2730 TS_STATUS_INFO_print_bio
       2372  943 000B4E70 TS_TST_INFO_add_ext
       2373  944 000B4E90 TS_TST_INFO_delete_ext
       2374  945 000B09E0 TS_TST_INFO_dup
       2375  946 000B4EA0 TS_TST_INFO_ext_free
       2376  947 000B09F0 TS_TST_INFO_free
       2377  948 00065730 TS_TST_INFO_get_accuracy
       2378  949 000B4ED0 TS_TST_INFO_get_ext
       2379  94A 000B4EE0 TS_TST_INFO_get_ext_by_NID
       2380  94B 000B4EF0 TS_TST_INFO_get_ext_by_OBJ
       2381  94C 000B4F00 TS_TST_INFO_get_ext_by_critical
       2382  94D 000B4F10 TS_TST_INFO_get_ext_count
       2383  94E 000B4F20 TS_TST_INFO_get_ext_d2i
       2384  94F 000B4F30 TS_TST_INFO_get_exts
       2385  950 000B4F40 TS_TST_INFO_get_msg_imprint
       2386  951 000B4F50 TS_TST_INFO_get_nonce
       2387  952 000B4F60 TS_TST_INFO_get_ordering
       2388  953 00010200 TS_TST_INFO_get_policy_id
       2389  954 00076DF0 TS_TST_INFO_get_serial
       2390  955 000405E0 TS_TST_INFO_get_time
       2391  956 00065F30 TS_TST_INFO_get_tsa
       2392  957 000B2390 TS_TST_INFO_get_version
       2393  958 00139370 TS_TST_INFO_it
       2394  959 000B0A00 TS_TST_INFO_new
       2395  95A 000B28D0 TS_TST_INFO_print_bio
       2396  95B 000B4F70 TS_TST_INFO_set_accuracy
       2397  95C 000B4FF0 TS_TST_INFO_set_msg_imprint
       2398  95D 000B5070 TS_TST_INFO_set_nonce
       2399  95E 000B50F0 TS_TST_INFO_set_ordering
       2400  95F 000B5100 TS_TST_INFO_set_policy_id
       2401  960 000B5180 TS_TST_INFO_set_serial
       2402  961 000B5200 TS_TST_INFO_set_time
       2403  962 000B5280 TS_TST_INFO_set_tsa
       2404  963 000B2530 TS_TST_INFO_set_version
       2405  964 000B62C0 TS_VERIFY_CTX_cleanup
       2406  965 000B6330 TS_VERIFY_CTX_free
       2407  966 000B6350 TS_VERIFY_CTX_init
       2408  967 000B6360 TS_VERIFY_CTX_new
       2409  968 000B1FD0 TS_X509_ALGOR_print_bio
       2410  969 000B2010 TS_ext_print_bio
       2411  96A 000B63B0 TXT_DB_create_index
       2412  96B 000B64E0 TXT_DB_free
       2413  96C 000B6620 TXT_DB_get_by_index
       2414  96D 000B6670 TXT_DB_insert
       2415  96E 000B6770 TXT_DB_read
       2416  96F 000B6B70 TXT_DB_write
       2417  970 000D12A0 UI_OpenSSL
       2418  971 000B81F0 UI_UTIL_read_pw
       2419  972 000B82C0 UI_UTIL_read_pw_string
       2420  973 000B6D10 UI_add_error_string
       2421  974 000B6E10 UI_add_info_string
       2422  975 000B6F10 UI_add_input_boolean
       2423  976 000B6F60 UI_add_input_string
       2424  977 000B6FA0 UI_add_user_data
       2425  978 000B6FB0 UI_add_verify_string
       2426  979 000B7000 UI_construct_prompt
       2427  97A 000B7070 UI_create_method
       2428  97B 000B70B0 UI_ctrl
       2429  97C 000B7150 UI_destroy_method
       2430  97D 000B7180 UI_dup_error_string
       2431  97E 000B72D0 UI_dup_info_string
       2432  97F 000B7420 UI_dup_input_boolean
       2433  980 000B7570 UI_dup_input_string
       2434  981 000B7620 UI_dup_verify_string
       2435  982 000B76E0 UI_free
       2436  983 000B7720 UI_get0_action_string
       2437  984 000B7740 UI_get0_output_string
       2438  985 000B7750 UI_get0_result
       2439  986 000B7800 UI_get0_result_string
       2440  987 000B7820 UI_get0_test_string
       2441  988 000B4F40 UI_get0_user_data
       2442  989 000B7840 UI_get_default_method
       2443  98A 000B7870 UI_get_ex_data
       2444  98B 000B7880 UI_get_ex_new_index
       2445  98C 000B78B0 UI_get_input_flags
       2446  98D 0007C860 UI_get_method
       2447  98E 000B78C0 UI_get_result_maxsize
       2448  98F 000B78E0 UI_get_result_minsize
       2449  990 000B7900 UI_get_string_type
       2450  991 000B7910 UI_method_get_closer
       2451  992 000B7920 UI_method_get_flusher
       2452  993 000B7930 UI_method_get_opener
       2453  994 000B7940 UI_method_get_prompt_constructor
       2454  995 000B7950 UI_method_get_reader
       2455  996 000B7960 UI_method_get_writer
       2456  997 000B7970 UI_method_set_closer
       2457  998 000B7980 UI_method_set_flusher
       2458  999 000B7990 UI_method_set_opener
       2459  99A 000B79A0 UI_method_set_prompt_constructor
       2460  99B 000B79B0 UI_method_set_reader
       2461  99C 000B79C0 UI_method_set_writer
       2462  99D 000B79D0 UI_new
       2463  99E 000B7A50 UI_new_method
       2464  99F 000B7AF0 UI_process
       2465  9A0 000B7C30 UI_set_default_method
       2466  9A1 000B7C40 UI_set_ex_data
       2467  9A2 000B7C50 UI_set_method
       2468  9A3 000B7C60 UI_set_result
       2469  9A4 000C8150 USERNOTICE_free
       2470  9A5 0013BEF0 USERNOTICE_it
       2471  9A6 000C8160 USERNOTICE_new
       2472  9A7 000B8330 WHIRLPOOL
       2473  9A8 000B84C0 WHIRLPOOL_BitUpdate
       2474  9A9 000B8760 WHIRLPOOL_Final
       2475  9AA 000B88C0 WHIRLPOOL_Init
       2476  9AB 000B88E0 WHIRLPOOL_Update
       2477  9AC 00041080 X25519
       2478  9AD 000410C0 X25519_keypair
       2479  9AE 000C6D80 X509V3_EXT_CRL_add_conf
       2480  9AF 000C6DE0 X509V3_EXT_CRL_add_nconf
       2481  9B0 000C6E00 X509V3_EXT_REQ_add_conf
       2482  9B1 000C6E90 X509V3_EXT_REQ_add_nconf
       2483  9B2 000CA650 X509V3_EXT_add
       2484  9B3 000CA6D0 X509V3_EXT_add_alias
       2485  9B4 000C6EF0 X509V3_EXT_add_conf
       2486  9B5 000CA7B0 X509V3_EXT_add_list
       2487  9B6 000C6F50 X509V3_EXT_add_nconf
       2488  9B7 000C6F70 X509V3_EXT_add_nconf_sk
       2489  9B8 000CA840 X509V3_EXT_cleanup
       2490  9B9 000C7140 X509V3_EXT_conf
       2491  9BA 000C7190 X509V3_EXT_conf_nid
       2492  9BB 000CA870 X509V3_EXT_d2i
       2493  9BC 000CA8D0 X509V3_EXT_get
       2494  9BD 000CA900 X509V3_EXT_get_nid
       2495  9BE 000C7230 X509V3_EXT_i2d
       2496  9BF 000C72B0 X509V3_EXT_nconf
       2497  9C0 000C7380 X509V3_EXT_nconf_nid
       2498  9C1 000CC980 X509V3_EXT_print
       2499  9C2 000CCC90 X509V3_EXT_print_fp
       2500  9C3 000CCCF0 X509V3_EXT_val_prn
       2501  9C4 000CEC70 X509V3_NAME_from_section
       2502  9C5 000CA9A0 X509V3_add1_i2d
       2503  9C6 00073470 X509V3_add_standard_extensions
       2504  9C7 000CED80 X509V3_add_value
       2505  9C8 000CEE70 X509V3_add_value_bool
       2506  9C9 000CEE90 X509V3_add_value_bool_nf
       2507  9CA 000CEEB0 X509V3_add_value_int
       2508  9CB 000CEF70 X509V3_add_value_uchar
       2509  9CC 000CEF80 X509V3_conf_free
       2510  9CD 000CCE30 X509V3_extensions_print
       2511  9CE 000CAB20 X509V3_get_d2i
       2512  9CF 000C7410 X509V3_get_section
       2513  9D0 000C7470 X509V3_get_string
       2514  9D1 000CEFC0 X509V3_get_value_bool
       2515  9D2 000CF200 X509V3_get_value_int
       2516  9D3 000CF350 X509V3_parse_list
       2517  9D4 000C74D0 X509V3_section_free
       2518  9D5 000C74F0 X509V3_set_conf_lhash
       2519  9D6 000C7500 X509V3_set_ctx
       2520  9D7 000C7520 X509V3_set_nconf
       2521  9D8 000C7530 X509V3_string_free
       2522  9D9 000FD780 X509_ALGORS_it
       2523  9DA 0001D8A0 X509_ALGOR_cmp
       2524  9DB 0001D8F0 X509_ALGOR_dup
       2525  9DC 0001D900 X509_ALGOR_free
       2526  9DD 0001D910 X509_ALGOR_get0
       2527  9DE 000FD750 X509_ALGOR_it
       2528  9DF 0001D950 X509_ALGOR_new
       2529  9E0 0001D960 X509_ALGOR_set0
       2530  9E1 0001DA00 X509_ALGOR_set_md
       2531  9E2 000FD8A0 X509_ATTRIBUTE_SET_it
       2532  9E3 000B9AB0 X509_ATTRIBUTE_count
       2533  9E4 0001DAF0 X509_ATTRIBUTE_create
       2534  9E5 000B9AD0 X509_ATTRIBUTE_create_by_NID
       2535  9E6 000B9B70 X509_ATTRIBUTE_create_by_OBJ
       2536  9E7 000B9D90 X509_ATTRIBUTE_create_by_txt
       2537  9E8 0001DBB0 X509_ATTRIBUTE_dup
       2538  9E9 0001DBC0 X509_ATTRIBUTE_free
       2539  9EA 000B9E40 X509_ATTRIBUTE_get0_data
       2540  9EB 00072760 X509_ATTRIBUTE_get0_object
       2541  9EC 000B9EF0 X509_ATTRIBUTE_get0_type
       2542  9ED 000FD910 X509_ATTRIBUTE_it
       2543  9EE 0001DBD0 X509_ATTRIBUTE_new
       2544  9EF 000B9F50 X509_ATTRIBUTE_set1_data
       2545  9F0 000BDD60 X509_ATTRIBUTE_set1_object
       2546  9F1 00020410 X509_CERT_AUX_free
       2547  9F2 000FEAA0 X509_CERT_AUX_it
       2548  9F3 00020420 X509_CERT_AUX_new
       2549  9F4 00018DD0 X509_CERT_AUX_print
       2550  9F5 00020430 X509_CERT_PAIR_free
       2551  9F6 000FEAD0 X509_CERT_PAIR_it
       2552  9F7 00020440 X509_CERT_PAIR_new
       2553  9F8 00020230 X509_CINF_free
       2554  9F9 000FE710 X509_CINF_it
       2555  9FA 00020240 X509_CINF_new
       2556  9FB 0001E3A0 X509_CRL_INFO_free
       2557  9FC 000FDC00 X509_CRL_INFO_it
       2558  9FD 0001E3B0 X509_CRL_INFO_new
       2559  9FE 0001E3C0 X509_CRL_METHOD_free
       2560  9FF 0001E3D0 X509_CRL_METHOD_new
       2561  A00 0001E430 X509_CRL_add0_revoked
       2562  A01 000BAEE0 X509_CRL_add1_ext_i2d
       2563  A02 000BAEF0 X509_CRL_add_ext
       2564  A03 000BA570 X509_CRL_cmp
       2565  A04 000BAF10 X509_CRL_delete_ext
       2566  A05 000C2B30 X509_CRL_digest
       2567  A06 0001E4C0 X509_CRL_dup
       2568  A07 0001E4D0 X509_CRL_free
       2569  A08 0001E4E0 X509_CRL_get0_by_cert
       2570  A09 0001E550 X509_CRL_get0_by_serial
       2571  A0A 000BAF20 X509_CRL_get_ext
       2572  A0B 000BAF30 X509_CRL_get_ext_by_NID
       2573  A0C 000BAF40 X509_CRL_get_ext_by_OBJ
       2574  A0D 000BAF50 X509_CRL_get_ext_by_critical
       2575  A0E 000BAF60 X509_CRL_get_ext_count
       2576  A0F 000BAF70 X509_CRL_get_ext_d2i
       2577  A10 00063420 X509_CRL_get_meth_data
       2578  A11 000FDC30 X509_CRL_it
       2579  A12 000BA590 X509_CRL_match
       2580  A13 0001E570 X509_CRL_new
       2581  A14 00016E20 X509_CRL_print
       2582  A15 00017070 X509_CRL_print_fp
       2583  A16 0001E580 X509_CRL_set_default_method
       2584  A17 000C1970 X509_CRL_set_issuer_name
       2585  A18 000C1990 X509_CRL_set_lastUpdate
       2586  A19 0001E5A0 X509_CRL_set_meth_data
       2587  A1A 000C19F0 X509_CRL_set_nextUpdate
       2588  A1B 000C1A50 X509_CRL_set_version
       2589  A1C 000C2B50 X509_CRL_sign
       2590  A1D 000C2B90 X509_CRL_sign_ctx
       2591  A1E 000C1AB0 X509_CRL_sort
       2592  A1F 0001E5B0 X509_CRL_verify
       2593  A20 000FDDE0 X509_EXTENSIONS_it
       2594  A21 000BDAE0 X509_EXTENSION_create_by_NID
       2595  A22 000BDC00 X509_EXTENSION_create_by_OBJ
       2596  A23 0001E670 X509_EXTENSION_dup
       2597  A24 0001E680 X509_EXTENSION_free
       2598  A25 000BDCF0 X509_EXTENSION_get_critical
       2599  A26 000BDD00 X509_EXTENSION_get_data
       2600  A27 00072760 X509_EXTENSION_get_object
       2601  A28 000FDDB0 X509_EXTENSION_it
       2602  A29 0001E690 X509_EXTENSION_new
       2603  A2A 000BDD10 X509_EXTENSION_set_critical
       2604  A2B 000BDD30 X509_EXTENSION_set_data
       2605  A2C 000BDD60 X509_EXTENSION_set_object
       2606  A2D 0001E6E0 X509_INFO_free
       2607  A2E 0001E750 X509_INFO_new
       2608  A2F 000BB0C0 X509_LOOKUP_by_alias
       2609  A30 000BB0E0 X509_LOOKUP_by_fingerprint
       2610  A31 000BB100 X509_LOOKUP_by_issuer_serial
       2611  A32 000BB120 X509_LOOKUP_by_subject
       2612  A33 000BB140 X509_LOOKUP_ctrl
       2613  A34 000B94B0 X509_LOOKUP_file
       2614  A35 000BB160 X509_LOOKUP_free
       2615  A36 000B9180 X509_LOOKUP_hash_dir
       2616  A37 000BB190 X509_LOOKUP_init
       2617  A38 000B9AA0 X509_LOOKUP_mem
       2618  A39 000BB1B0 X509_LOOKUP_new
       2619  A3A 000BB220 X509_LOOKUP_shutdown
       2620  A3B 000FDFA0 X509_NAME_ENTRIES_it
       2621  A3C 000C1BE0 X509_NAME_ENTRY_create_by_NID
       2622  A3D 000C1C70 X509_NAME_ENTRY_create_by_OBJ
       2623  A3E 000C1DE0 X509_NAME_ENTRY_create_by_txt
       2624  A3F 0001EEC0 X509_NAME_ENTRY_dup
       2625  A40 0001EED0 X509_NAME_ENTRY_free
       2626  A41 000B7740 X509_NAME_ENTRY_get_data
       2627  A42 00072760 X509_NAME_ENTRY_get_object
       2628  A43 000FE058 X509_NAME_ENTRY_it
       2629  A44 0001EEE0 X509_NAME_ENTRY_new
       2630  A45 000C1E90 X509_NAME_ENTRY_set_data
       2631  A46 000C1F70 X509_NAME_ENTRY_set_object
       2632  A47 000FDFF0 X509_NAME_INTERNAL_it
       2633  A48 000C1FF0 X509_NAME_add_entry
       2634  A49 000C2140 X509_NAME_add_entry_by_NID
       2635  A4A 000C2200 X509_NAME_add_entry_by_OBJ
       2636  A4B 000C2260 X509_NAME_add_entry_by_txt
       2637  A4C 000BA5B0 X509_NAME_cmp
       2638  A4D 000C2340 X509_NAME_delete_entry
       2639  A4E 000C2BD0 X509_NAME_digest
       2640  A4F 0001EEF0 X509_NAME_dup
       2641  A50 000C2420 X509_NAME_entry_count
       2642  A51 0001EF00 X509_NAME_free
       2643  A52 000C2430 X509_NAME_get_entry
       2644  A53 000C2480 X509_NAME_get_index_by_NID
       2645  A54 000C24D0 X509_NAME_get_index_by_OBJ
       2646  A55 000C2570 X509_NAME_get_text_by_NID
       2647  A56 000C2670 X509_NAME_get_text_by_OBJ
       2648  A57 000BA630 X509_NAME_hash
       2649  A58 000BA6D0 X509_NAME_hash_old
       2650  A59 000FDF10 X509_NAME_it
       2651  A5A 0001EF10 X509_NAME_new
       2652  A5B 000BC410 X509_NAME_oneline
       2653  A5C 000181E0 X509_NAME_print
       2654  A5D 0000C6D0 X509_NAME_print_ex
       2655  A5E 0000C710 X509_NAME_print_ex_fp
       2656  A5F 0001EF20 X509_NAME_set
       2657  A60 000BB300 X509_OBJECT_free_contents
       2658  A61 000BB320 X509_OBJECT_idx_by_subject
       2659  A62 000BB330 X509_OBJECT_retrieve_by_subject
       2660  A63 000BB360 X509_OBJECT_retrieve_match
       2661  A64 000BB460 X509_OBJECT_up_ref_count
       2662  A65 0001F410 X509_PKEY_free
       2663  A66 0001F490 X509_PKEY_new
       2664  A67 000C8170 X509_POLICY_NODE_print
       2665  A68 0001F570 X509_PUBKEY_free
       2666  A69 0001F580 X509_PUBKEY_get
       2667  A6A 0001F710 X509_PUBKEY_get0_param
       2668  A6B 000FE240 X509_PUBKEY_it
       2669  A6C 0001F750 X509_PUBKEY_new
       2670  A6D 0001F760 X509_PUBKEY_set
       2671  A6E 0001F850 X509_PUBKEY_set0_param
       2672  A6F 000CD3D0 X509_PURPOSE_add
       2673  A70 000CD600 X509_PURPOSE_cleanup
       2674  A71 000CD680 X509_PURPOSE_get0
       2675  A72 00076DF0 X509_PURPOSE_get0_name
       2676  A73 000405E0 X509_PURPOSE_get0_sname
       2677  A74 000CD6C0 X509_PURPOSE_get_by_id
       2678  A75 000CD700 X509_PURPOSE_get_by_sname
       2679  A76 000CD7C0 X509_PURPOSE_get_count
       2680  A77 0001C4B0 X509_PURPOSE_get_id
       2681  A78 00010520 X509_PURPOSE_get_trust
       2682  A79 000CD7F0 X509_PURPOSE_set
       2683  A7A 0001FFA0 X509_REQ_INFO_free
       2684  A7B 000FE3F0 X509_REQ_INFO_it
       2685  A7C 0001FFB0 X509_REQ_INFO_new
       2686  A7D 000BC8E0 X509_REQ_add1_attr
       2687  A7E 000BC900 X509_REQ_add1_attr_by_NID
       2688  A7F 000BC930 X509_REQ_add1_attr_by_OBJ
       2689  A80 000BC960 X509_REQ_add1_attr_by_txt
       2690  A81 000BC990 X509_REQ_add_extensions
       2691  A82 000BCA90 X509_REQ_add_extensions_nid
       2692  A83 000BCBA0 X509_REQ_check_private_key
       2693  A84 000BCC80 X509_REQ_delete_attr
       2694  A85 000C2BF0 X509_REQ_digest
       2695  A86 0001FFC0 X509_REQ_dup
       2696  A87 000BCC90 X509_REQ_extension_nid
       2697  A88 0001FFD0 X509_REQ_free
       2698  A89 000CF5C0 X509_REQ_get1_email
       2699  A8A 000BCCC0 X509_REQ_get_attr
       2700  A8B 000BCCD0 X509_REQ_get_attr_by_NID
       2701  A8C 000BCCE0 X509_REQ_get_attr_by_OBJ
       2702  A8D 000BCCF0 X509_REQ_get_attr_count
       2703  A8E 000BCD00 X509_REQ_get_extension_nids
       2704  A8F 000BCD10 X509_REQ_get_extensions
       2705  A90 000BCDE0 X509_REQ_get_pubkey
       2706  A91 000FE420 X509_REQ_it
       2707  A92 0001FFE0 X509_REQ_new
       2708  A93 00017310 X509_REQ_print
       2709  A94 00017320 X509_REQ_print_ex
       2710  A95 000178C0 X509_REQ_print_fp
       2711  A96 000BCE00 X509_REQ_set_extension_nids
       2712  A97 000C2750 X509_REQ_set_pubkey
       2713  A98 000BCF10 X509_REQ_set_subject_name
       2714  A99 000C2770 X509_REQ_set_version
       2715  A9A 000C2C10 X509_REQ_sign
       2716  A9B 000C2C50 X509_REQ_sign_ctx
       2717  A9C 000BC790 X509_REQ_to_X509
       2718  A9D 000C2C80 X509_REQ_verify
       2719  A9E 000BAF80 X509_REVOKED_add1_ext_i2d
       2720  A9F 000BAF90 X509_REVOKED_add_ext
       2721  AA0 000BAFB0 X509_REVOKED_delete_ext
       2722  AA1 0001E5F0 X509_REVOKED_free
       2723  AA2 000BAFC0 X509_REVOKED_get_ext
       2724  AA3 000BAFD0 X509_REVOKED_get_ext_by_NID
       2725  AA4 000BAFE0 X509_REVOKED_get_ext_by_OBJ
       2726  AA5 000BAFF0 X509_REVOKED_get_ext_by_critical
