Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    3230AA04 time date stamp
        0.00 version
           8 ordinal base
        2364 number of functions
        2363 number of names

    ordinal hint RVA      name

       1074  429 0005C9B0 RtlGetSystemTimePrecise
       1075  42A 00081220 RtlGetThreadErrorMode
       1076  42B 000EE6F0 RtlGetThreadLangIdByIndex
       1077  42C 00031A40 RtlGetThreadPreferredUILanguages
       1078  42D 00071DA0 RtlGetThreadWorkOnBehalfTicket
       1079  42E 0005C0E0 RtlGetTokenNamedObjectPath
       1080  42F 000EE7C0 RtlGetUILanguageInfo
       1081  430 000F6280 RtlGetUmsCompletionListEvent
       1082  431 000D0AB0 RtlGetUnloadEventTrace
       1083  432 000D0AC0 RtlGetUnloadEventTraceEx
       1084  433 0001E470 RtlGetUserInfoHeap
       1085  434 0007E290 RtlGetUserPreferredUILanguages
       1086  435 000417F0 RtlGetVersion
       1087  436 000E1D40 RtlGrowFunctionTable
       1088  437 00002F20 RtlGuardCheckLongJumpTarget
       1089  438 0004AE60 RtlHashUnicodeString
       1090  439 000F9640 RtlHeapTrkInitialize
       1091  43A 0007BE80 RtlIdentifierAuthoritySid
       1092  43B 0003BC60 RtlIdnToAscii
       1093  43C 000FAAA0 RtlIdnToNameprepUnicode
       1094  43D 0003CAD0 RtlIdnToUnicode
       1095  43E 000822C0 RtlImageDirectoryEntryToData
       1096  43F 00041AF0 RtlImageNtHeader
       1097  440 00007AB0 RtlImageNtHeaderEx
       1098  441 00030130 RtlImageRvaToSection
       1099  442 0007FAB0 RtlImageRvaToVa
       1100  443 00079300 RtlImpersonateSelf
       1101  444 00079310 RtlImpersonateSelfEx
       1102  445 00086C80 RtlIncrementCorrelationVector
       1103  446 00043B90 RtlInitAnsiString
       1104  447 000462E0 RtlInitAnsiStringEx
       1105  448 000ED060 RtlInitBarrier
       1106  449 000E60A0 RtlInitCodePageTable
       1107  44A 000689D0 RtlInitEnumerationHashTable
       1108  44B 00083BD0 RtlInitMemoryStream
       1109  44C 000E61A0 RtlInitNlsTables
       1110  44D 00083BD0 RtlInitOutOfProcessMemoryStream
       1111  44E 00043B90 RtlInitString
       1112  44F 000EBDB0 RtlInitStringEx
       1113  450 00068A40 RtlInitStrongEnumerationHashTable
       1114  451 000358A0 RtlInitUnicodeString
       1115  452 00009E60 RtlInitUnicodeStringEx
       1116  453 000F4A40 RtlInitWeakEnumerationHashTable
       1117  454 00002A50 RtlInitializeAtomPackage
       1118  455 0007A080 RtlInitializeBitMap
       1119  456 000EC8B0 RtlInitializeBitMapEx
       1120  457 00071C20 RtlInitializeConditionVariable
       1121  458 000FAB20 RtlInitializeContext
       1122  459 00088450 RtlInitializeCorrelationVector
       1123  45A 00064BC0 RtlInitializeCriticalSection
       1124  45B 00066960 RtlInitializeCriticalSectionAndSpinCount
       1125  45C 0004CFF0 RtlInitializeCriticalSectionEx
       1126  45D 00078F20 RtlInitializeExtendedContext
       1127  45E 00008350 RtlInitializeExtendedContext2
       1128  45F 0007E5C0 RtlInitializeGenericTable
       1129  460 00084270 RtlInitializeGenericTableAvl
       1130  461 00082610 RtlInitializeHandleTable
       1131  462 0008F580 RtlInitializeNtUserPfn
       1132  463 0008D710 RtlInitializeRXact
       1133  464 0004D110 RtlInitializeResource
       1134  465 000738D0 RtlInitializeSListHead
       1135  466 00071C20 RtlInitializeSRWLock
       1136  467 0005C980 RtlInitializeSid
       1137  468 0005C7E0 RtlInitializeSidEx
       1138  469 00066130 RtlInsertElementGenericTable
       1139  46A 00064640 RtlInsertElementGenericTableAvl
       1140  46B 000661A0 RtlInsertElementGenericTableFull
       1141  46C 000646B0 RtlInsertElementGenericTableFullAvl
       1142  46D 00068A80 RtlInsertEntryHashTable
       1143  46E 00057F40 RtlInstallFunctionTableCallback
       1144  46F 000ED1D0 RtlInt64ToUnicodeString
       1145  470 00045640 RtlIntegerToChar
       1146  471 00045740 RtlIntegerToUnicodeString
       1147  472 0007B8D0 RtlInterlockedClearBitRun
       1148  473 00073AB0 RtlInterlockedFlushSList
       1149  474 000A31E0 RtlInterlockedPopEntrySList
       1150  475 00068D70 RtlInterlockedPushEntrySList
       1151  476 000A3290 RtlInterlockedPushListSList
       1152  477 000FADE0 RtlInterlockedPushListSListEx
       1153  478 000EC8C0 RtlInterlockedSetBitRun
       1154  479 000F17D0 RtlIoDecodeMemIoResource
       1155  47A 000F1870 RtlIoEncodeMemIoResource
       1156  47B 00084EF0 RtlIpv4AddressToStringA
       1157  47C 000F7830 RtlIpv4AddressToStringExA
       1158  47D 00079D80 RtlIpv4AddressToStringExW
       1159  47E 00079E60 RtlIpv4AddressToStringW
       1160  47F 0007DF20 RtlIpv4StringToAddressA
       1161  480 0007DE90 RtlIpv4StringToAddressExA
       1162  481 0003C150 RtlIpv4StringToAddressExW
       1163  482 0003C2A0 RtlIpv4StringToAddressW
       1164  483 0008C450 RtlIpv6AddressToStringA
       1165  484 000F78F0 RtlIpv6AddressToStringExA
       1166  485 00059A50 RtlIpv6AddressToStringExW
       1167  486 00059B90 RtlIpv6AddressToStringW
       1168  487 0007DAF0 RtlIpv6StringToAddressA
       1169  488 0007DA20 RtlIpv6StringToAddressExA
       1170  489 0003C4D0 RtlIpv6StringToAddressExW
       1171  48A 0003C6E0 RtlIpv6StringToAddressW
       1172  48B 000E0B70 RtlIsActivationContextActive
       1173  48C 0003B9D0 RtlIsCapabilitySid
       1174  48D 000864B0 RtlIsCloudFilesPlaceholder
       1175  48E 000E9160 RtlIsCriticalSectionLocked
       1176  48F 00044C50 RtlIsCriticalSectionLockedByThread
       1177  490 0007E5A0 RtlIsCurrentProcess
       1178  491 000FAF30 RtlIsCurrentThread
       1179  492 000D86E0 RtlIsCurrentThreadAttachExempt
       1180  493 00079430 RtlIsDosDeviceName_U
       1181  494 00086920 RtlIsElevatedRid
       1182  495 0007BE90 RtlIsGenericTableEmpty
       1183  496 00002860 RtlIsGenericTableEmptyAvl
       1184  497 0005CB20 RtlIsMultiSessionSku
       1185  498 00086120 RtlIsMultiUsersInSessionSku
       1186  499 000FB100 RtlIsNameInExpression
       1187  49A 000FB1B0 RtlIsNameInUnUpcasedExpression
       1188  49B 000F86D0 RtlIsNameLegalDOS8Dot3
       1189  49C 000FAF60 RtlIsNonEmptyDirectoryReparsePointAllowed
       1190  49D 000FCBC0 RtlIsNormalizedString
       1191  49E 000861F0 RtlIsPackageSid
       1192  49F 0005C060 RtlIsParentOfChildAppContainer
       1193  4A0 00080180 RtlIsPartialPlaceholder
       1194  4A1 000FADF0 RtlIsPartialPlaceholderFileHandle
       1195  4A2 000FAE50 RtlIsPartialPlaceholderFileInfo
       1196  4A3 0004C850 RtlIsProcessorFeaturePresent
       1197  4A4 0007A000 RtlIsStateSeparationEnabled
       1198  4A5 000605F0 RtlIsTextUnicode
       1199  4A6 0007EE70 RtlIsThreadWithinLoaderCallout
       1200  4A7 000E7450 RtlIsUntrustedObject
       1201  4A8 00026EC0 RtlIsValidHandle
       1202  4A9 00026E80 RtlIsValidIndexHandle
       1203  4AA 000F8B40 RtlIsValidLocaleName
       1204  4AB 0003B4A0 RtlIsValidProcessTrustLabelSid
       1205  4AC 000FCC90 RtlKnownExceptionFilter
       1206  4AD 00035110 RtlLCIDToCultureName
       1207  4AE 000018C0 RtlLargeIntegerToChar
       1208  4AF 00035950 RtlLcidToLocaleName
       1209  4B0 00011D90 RtlLeaveCriticalSection
       1210  4B1 00079FE0 RtlLengthRequiredSid
       1211  4B2 00072A70 RtlLengthSecurityDescriptor
       1212  4B3 00069230 RtlLengthSid
       1213  4B4 000348C0 RtlLengthSidAsUnicodeString
       1214  4B5 00030340 RtlLoadString
       1215  4B6 000E6CD0 RtlLocalTimeToSystemTime
       1216  4B7 00036560 RtlLocaleNameToLcid
       1217  4B8 000F4AA0 RtlLocateExtendedFeature
       1218  4B9 000082F0 RtlLocateExtendedFeature2
       1219  4BA 0008A410 RtlLocateLegacyContext
       1220  4BB 000ED840 RtlLockBootStatusData
       1221  4BC 00085E90 RtlLockCurrentThread
       1222  4BD 00067330 RtlLockHeap
       1223  4BE 000764B0 RtlLockMemoryBlockLookaside
       1224  4BF 000D7760 RtlLockMemoryStreamRegion
       1225  4C0 00076520 RtlLockMemoryZone
       1226  4C1 000767A0 RtlLockModuleSection
       1227  4C2 000FD480 RtlLogStackBackTrace
       1228  4C3 00026B70 RtlLookupAtomInAtomTable
       1229  4C4 000662A0 RtlLookupElementGenericTable
       1230  4C5 00065EE0 RtlLookupElementGenericTableAvl
       1231  4C6 000F65B0 RtlLookupElementGenericTableFull
       1232  4C7 00068DE0 RtlLookupElementGenericTableFullAvl
       1233  4C8 00068B10 RtlLookupEntryHashTable
       1234  4C9 0008A510 RtlLookupFirstMatchingElementGenericTableAvl
       1235  4CA 00006990 RtlLookupFunctionEntry
       1236  4CB 000E1E60 RtlLookupFunctionTable
       1237  4CC 0006FC80 RtlMakeSelfRelativeSD
       1238  4CD 0003A390 RtlMapGenericMask
       1239  4CE 00088DE0 RtlMapSecurityErrorToNtStatus
       1240  4CF 000A6200 RtlMoveMemory
       1241  4D0 00072B90 RtlMultiAppendUnicodeStringBuffer
       1242  4D1 00025CF0 RtlMultiByteToUnicodeN
       1243  4D2 00046210 RtlMultiByteToUnicodeSize
       1244  4D3 000F1E60 RtlMultipleAllocateHeap
       1245  4D4 000F1EE0 RtlMultipleFreeHeap
       1246  4D5 000D8B40 RtlNewInstanceSecurityObject
       1247  4D6 000D8C70 RtlNewSecurityGrantedAccess
       1248  4D7 0008A4C0 RtlNewSecurityObject
       1249  4D8 0003B6D0 RtlNewSecurityObjectEx
       1250  4D9 0008ACE0 RtlNewSecurityObjectWithMultipleInheritance
       1251  4DA 0008D200 RtlNormalizeProcessParams
       1252  4DB 00083110 RtlNormalizeString
       1253  4DC 00001B80 RtlNtPathNameToDosPathName
       1254  4DD 000598C0 RtlNtStatusToDosError
       1255  4DE 00075450 RtlNtStatusToDosErrorNoTeb
       1256  4DF 001193E0 RtlNtdllName
       1257  4E0 00085BE0 RtlNumberGenericTableElements
       1258  4E1 000859D0 RtlNumberGenericTableElementsAvl
       1259  4E2 0008BD40 RtlNumberOfClearBits
       1260  4E3 000ECA50 RtlNumberOfClearBitsInRange
       1261  4E4 00080000 RtlNumberOfSetBits
       1262  4E5 000ECA80 RtlNumberOfSetBitsInRange
       1263  4E6 00055820 RtlNumberOfSetBitsUlongPtr
       1264  4E7 000461E0 RtlOemStringToUnicodeSize
       1265  4E8 00063120 RtlOemStringToUnicodeString
       1266  4E9 00063210 RtlOemToUnicodeN
       1267  4EA 00042430 RtlOpenCurrentUser
       1268  4EB 000FDE90 RtlOsDeploymentState
       1269  4EC 0008AA40 RtlOwnerAcesPresent
       1270  4ED 000748B0 RtlPcToFileHeader
       1271  4EE 000EB3D0 RtlPinAtomInAtomTable
       1272  4EF 0006FF80 RtlPopFrame
       1273  4F0 00071C40 RtlPrefixString
       1274  4F1 00069150 RtlPrefixUnicodeString
       1275  4F2 000D8720 RtlPrepareForProcessCloning
       1276  4F3 00030560 RtlProcessFlsData
       1277  4F4 0001A6F0 RtlProtectHeap
       1278  4F5 0007F100 RtlPublishWnfStateData
       1279  4F6 0006F9C0 RtlPushFrame
       1280  4F7 0007C1A0 RtlQueryActivationContextApplicationSettings
       1281  4F8 00026750 RtlQueryAtomInAtomTable
       1282  4F9 000E9180 RtlQueryCriticalSectionOwner
       1283  4FA 00071C30 RtlQueryDepthSList
       1284  4FB 000EDE20 RtlQueryDynamicTimeZoneInformation
       1285  4FC 00084330 RtlQueryElevationFlags
       1286  4FD 00043D60 RtlQueryEnvironmentVariable
       1287  4FE 00025280 RtlQueryEnvironmentVariable_U
       1288  4FF 000775D0 RtlQueryHeapInformation
       1289  500 000E2BB0 RtlQueryImageMitigationPolicy
       1290  501 0007B190 RtlQueryInformationAcl
       1291  502 00051DF0 RtlQueryInformationActivationContext
       1292  503 000843C0 RtlQueryInformationActiveActivationContext
       1293  504 000D7760 RtlQueryInterfaceMemoryStream
       1294  505 000E4B90 RtlQueryModuleInformation
       1295  506 00070270 RtlQueryPackageClaims
       1296  507 000701B0 RtlQueryPackageIdentity
       1297  508 00070200 RtlQueryPackageIdentityEx
       1298  509 0005CA70 RtlQueryPerformanceCounter
       1299  50A 000740B0 RtlQueryPerformanceFrequency
       1300  50B 000D90D0 RtlQueryProcessBackTraceInformation
       1301  50C 0007A620 RtlQueryProcessDebugInformation
       1302  50D 000D9260 RtlQueryProcessHeapInformation
       1303  50E 000D9640 RtlQueryProcessLockInformation
       1304  50F 000FAEB0 RtlQueryProcessPlaceholderCompatibilityMode
       1305  510 00083B40 RtlQueryProtectedPolicy
       1306  511 000EDE30 RtlQueryRegistryValueWithFallback
       1307  512 000EDF90 RtlQueryRegistryValues
       1308  513 0006E7B0 RtlQueryRegistryValuesEx
       1309  514 0001D060 RtlQueryResourcePolicy
       1310  515 000D8DA0 RtlQuerySecurityObject
       1311  516 000F1F50 RtlQueryTagHeap
       1312  517 000841D0 RtlQueryThreadPlaceholderCompatibilityMode
       1313  518 000CE6C0 RtlQueryThreadProfiling
       1314  519 0006DEC0 RtlQueryTimeZoneInformation
       1315  51A 00085C50 RtlQueryTokenHostIdAsUlong64
       1316  51B 000F62E0 RtlQueryUmsThreadInformation
       1317  51C 00068D80 RtlQueryUnbiasedInterruptTime
       1318  51D 000FDFD0 RtlQueryValidationRunlevel
       1319  51E 000861A0 RtlQueryWnfMetaNotification
       1320  51F 00075920 RtlQueryWnfStateData
       1321  520 00086580 RtlQueryWnfStateDataWithExplicitScope
       1322  521 000DD150 RtlQueueApcWow64Thread
       1323  522 0003D2F0 RtlQueueWorkItem
       1324  523 000FE090 RtlRaiseCustomSystemEventTrigger
       1325  524 000086D0 RtlRaiseException
       1326  525 0009EB60 RtlRaiseStatus
       1327  526 0007A130 RtlRandom
       1328  527 0007A130 RtlRandomEx
       1329  528 00055360 RtlRbInsertNodeEx
       1330  529 000546E0 RtlRbRemoveNode
       1331  52A 0000A060 RtlReAllocateHeap
       1332  52B 000D7760 RtlReadMemoryStream
       1333  52C 000D7760 RtlReadOutOfProcessMemoryStream
       1334  52D 000CE6F0 RtlReadThreadProfilingData
       1335  52E 00001B30 RtlRealPredecessor
       1336  52F 000667D0 RtlRealSuccessor
       1337  530 00023C50 RtlRegisterForWnfMetaNotification
       1338  531 000F6980 RtlRegisterSecureMemoryCacheCallback
       1339  532 0007EFE0 RtlRegisterThreadWithCsrss
       1340  533 0003FC30 RtlRegisterWait
       1341  534 00052660 RtlReleaseActivationContext
       1342  535 00002A50 RtlReleaseMemoryStream
       1343  536 0004E900 RtlReleasePath
       1344  537 00078C60 RtlReleasePebLock
       1345  538 00084590 RtlReleasePrivilege
       1346  539 0003DC60 RtlReleaseRelativeName
       1347  53A 00067CA0 RtlReleaseResource
       1348  53B 0004FF30 RtlReleaseSRWLockExclusive
       1349  53C 00033EF0 RtlReleaseSRWLockShared
       1350  53D 000FAC50 RtlRemoteCall
       1351  53E 0007E230 RtlRemoveEntryHashTable
       1352  53F 0008D220 RtlRemovePrivileges
       1353  540 000DA790 RtlRemoveVectoredContinueHandler
       1354  541 00084F40 RtlRemoveVectoredExceptionHandler
       1355  542 000E75E0 RtlReplaceSidInSd
       1356  543 000EB830 RtlReplaceSystemDirectoryInPath
       1357  544 000DD970 RtlReportException
       1358  545 000DDA40 RtlReportExceptionEx
       1359  546 00066DF0 RtlReportSilentProcessExit
       1360  547 00002A50 RtlReportSqmEscalation
       1361  548 000EB4B0 RtlResetMemoryBlockLookaside
       1362  549 000EB610 RtlResetMemoryZone
       1363  54A 0008F6A0 RtlResetNtUserPfn
       1364  54B 000E6210 RtlResetRtlTranslations
       1365  54C 000ED860 RtlRestoreBootStatusDefaults
       1366  54D 00003140 RtlRestoreContext
       1367  54E 00059840 RtlRestoreLastWin32Error
       1368  54F 000ED950 RtlRestoreSystemBootStatusDefaults
       1369  550 0008F720 RtlRetrieveNtUserPfn
       1370  551 000D7760 RtlRevertMemoryStream
       1371  552 00088720 RtlRunDecodeUnicodeString
       1372  553 00088350 RtlRunEncodeUnicodeString
       1373  554 0000C800 RtlRunOnceBeginInitialize
       1374  555 00074FC0 RtlRunOnceComplete
       1375  556 0004D500 RtlRunOnceExecuteOnce
       1376  557 00071C20 RtlRunOnceInitialize
       1377  558 00088DB0 RtlSecondsSince1970ToTime
       1378  559 000E6D40 RtlSecondsSince1980ToTime
       1379  55A 000D7760 RtlSeekMemoryStream
       1380  55B 0006FAB0 RtlSelfRelativeToAbsoluteSD
       1381  55C 0008D320 RtlSelfRelativeToAbsoluteSD2
       1382  55D 0008DF80 RtlSendMsgToSm
       1383  55E 0007CA80 RtlSetAllBits
       1384  55F 000E78F0 RtlSetAttributesSecurityDescriptor
       1385  560 00084320 RtlSetBit
       1386  561 00029AE0 RtlSetBits
       1387  562 000858B0 RtlSetControlSecurityDescriptor
       1388  563 00074D00 RtlSetCriticalSectionSpinCount
       1389  564 00078550 RtlSetCurrentDirectory_U
       1390  565 0008E980 RtlSetCurrentEnvironment
       1391  566 0006FF50 RtlSetCurrentTransaction
       1392  567 00037D40 RtlSetDaclSecurityDescriptor
       1393  568 000EDFC0 RtlSetDynamicTimeZoneInformation
       1394  569 00085900 RtlSetEnvironmentStrings
       1395  56A 00025340 RtlSetEnvironmentVar
       1396  56B 000252F0 RtlSetEnvironmentVariable
       1397  56C 000F4AC0 RtlSetExtendedFeaturesMask
       1398  56D 0003A450 RtlSetGroupSecurityDescriptor
       1399  56E 0007BAA0 RtlSetHeapInformation
       1400  56F 000E34F0 RtlSetImageMitigationPolicy
       1401  570 000EA0D0 RtlSetInformationAcl
       1402  571 0008B600 RtlSetIoCompletionCallback
       1403  572 00059840 RtlSetLastWin32Error
       1404  573 00059820 RtlSetLastWin32ErrorAndNtStatusFromNtStatus
       1405  574 000D7760 RtlSetMemoryStreamSize
       1406  575 0003A4B0 RtlSetOwnerSecurityDescriptor
       1407  576 000EDD80 RtlSetPortableOperatingSystem
       1408  577 000D98E0 RtlSetProcessDebugInformation
       1409  578 0008E8D0 RtlSetProcessIsCritical
       1410  579 000FAED0 RtlSetProcessPlaceholderCompatibilityMode
       1411  57A 00088840 RtlSetProcessPreferredUILanguages
       1412  57B 00082E40 RtlSetProtectedPolicy
       1413  57C 000886F0 RtlSetProxiedProcessId
       1414  57D 00069BB0 RtlSetSaclSecurityDescriptor
       1415  57E 000027B0 RtlSetSearchPathMode
       1416  57F 000886C0 RtlSetSecurityDescriptorRMControl
       1417  580 00079460 RtlSetSecurityObject
       1418  581 0008BD60 RtlSetSecurityObjectEx
       1419  582 000885A0 RtlSetSystemBootStatus
       1420  583 000ED9A0 RtlSetSystemBootStatusEx
       1421  584 00024530 RtlSetThreadErrorMode
       1422  585 0008D970 RtlSetThreadIsCritical
       1423  586 0007FDD0 RtlSetThreadPlaceholderCompatibilityMode
       1424  587 00002A50 RtlSetThreadPoolStartFunc
       1425  588 00030980 RtlSetThreadPreferredUILanguages
       1426  589 00051AC0 RtlSetThreadSubProcessTag
       1427  58A 0004F910 RtlSetThreadWorkOnBehalfTicket
       1428  58B 000EDFD0 RtlSetTimeZoneInformation
       1429  58C 00110EF0 RtlSetTimer
       1430  58D 000F6380 RtlSetUmsThreadInformation
       1431  58E 00082AD0 RtlSetUnhandledExceptionFilter
       1432  58F 000F2200 RtlSetUserFlagsHeap
       1433  590 0001C000 RtlSetUserValueHeap
       1434  591 00068280 RtlSidDominates
       1435  592 0003B410 RtlSidDominatesForTrust
       1436  593 000E7920 RtlSidEqualLevel
       1437  594 00079F30 RtlSidHashInitialize
       1438  595 00078F80 RtlSidHashLookup
       1439  596 000E79B0 RtlSidIsHigherLevel
       1440  597 00011F10 RtlSizeHeap
       1441  598 000746D0 RtlSleepConditionVariableCS
       1442  599 0004F980 RtlSleepConditionVariableSRW
       1443  59A 00066320 RtlSplay
       1444  59B 00084170 RtlStartRXact
       1445  59C 000D7760 RtlStatMemoryStream
       1446  59D 000707C0 RtlStringFromGUID
       1447  59E 000707D0 RtlStringFromGUIDEx
       1448  59F 00068CC0 RtlStronglyEnumerateEntryHashTable
       1449  5A0 00074080 RtlSubAuthorityCountSid
       1450  5A1 00073310 RtlSubAuthoritySid
       1451  5A2 00023CB0 RtlSubscribeWnfStateChangeNotification
       1452  5A3 000667A0 RtlSubtreePredecessor
       1453  5A4 000F6580 RtlSubtreeSuccessor
       1454  5A5 0003EC30 RtlSwitchedVVI
       1455  5A6 0007F090 RtlSystemTimeToLocalTime
       1456  5A7 00087320 RtlTestAndPublishWnfStateData
       1457  5A8 00002690 RtlTestBit
       1458  5A9 000ECD00 RtlTestBitEx
       1459  5AA 0008EA50 RtlTestProtectedAccess
       1460  5AB 00062950 RtlTimeFieldsToTime
       1461  5AC 0007CB20 RtlTimeToElapsedTimeFields
       1462  5AD 0007CC10 RtlTimeToSecondsSince1970
       1463  5AE 0007CAE0 RtlTimeToSecondsSince1980
       1464  5AF 00062C70 RtlTimeToTimeFields
       1465  5B0 000FE5E0 RtlTraceDatabaseAdd
       1466  5B1 000FE660 RtlTraceDatabaseCreate
       1467  5B2 000FE7A0 RtlTraceDatabaseDestroy
       1468  5B3 000FE820 RtlTraceDatabaseEnumerate
       1469  5B4 000FE8F0 RtlTraceDatabaseFind
       1470  5B5 000FE970 RtlTraceDatabaseLock
       1471  5B6 000FE9A0 RtlTraceDatabaseUnlock
       1472  5B7 000FE9C0 RtlTraceDatabaseValidate
       1473  5B8 00062FC0 RtlTryAcquirePebLock
       1474  5B9 000878E0 RtlTryAcquireSRWLockExclusive
       1475  5BA 000781B0 RtlTryAcquireSRWLockShared
       1476  5BB 000E9020 RtlTryConvertSRWLockSharedToExclusiveOrRelease
       1477  5BC 00062FE0 RtlTryEnterCriticalSection
       1478  5BD 00061F60 RtlUTF8ToUnicodeN
       1479  5BE 000F63C0 RtlUmsThreadYield
       1480  5BF 000FCCB0 RtlUnhandledExceptionFilter
       1481  5C0 000FCCD0 RtlUnhandledExceptionFilter2
       1482  5C1 00063510 RtlUnicodeStringToAnsiSize
       1483  5C2 00063650 RtlUnicodeStringToAnsiString
       1484  5C3 000EB8E0 RtlUnicodeStringToCountedOemString
       1485  5C4 00076040 RtlUnicodeStringToInteger
       1486  5C5 00063510 RtlUnicodeStringToOemSize
       1487  5C6 000633B0 RtlUnicodeStringToOemString
       1488  5C7 000E6430 RtlUnicodeToCustomCPN
       1489  5C8 00068000 RtlUnicodeToMultiByteN
       1490  5C9 00063830 RtlUnicodeToMultiByteSize
       1491  5CA 00063470 RtlUnicodeToOemN
       1492  5CB 00060AB0 RtlUnicodeToUTF8N
       1493  5CC 00075310 RtlUniform
       1494  5CD 000ED9C0 RtlUnlockBootStatusData
       1495  5CE 00089A10 RtlUnlockCurrentThread
       1496  5CF 000673D0 RtlUnlockHeap
       1497  5D0 00076320 RtlUnlockMemoryBlockLookaside
       1498  5D1 000D7760 RtlUnlockMemoryStreamRegion
       1499  5D2 00076380 RtlUnlockMemoryZone
       1500  5D3 000766F0 RtlUnlockModuleSection
       1501  5D4 00022E70 RtlUnsubscribeWnfNotificationWaitForCompletion
       1502  5D5 00024360 RtlUnsubscribeWnfNotificationWithCompletionCallback
       1503  5D6 00022E50 RtlUnsubscribeWnfStateChangeNotification
       1504  5D7 00003540 RtlUnwind
       1505  5D8 00005AF0 RtlUnwindEx
       1506  5D9 00043AA0 RtlUpcaseUnicodeChar
       1507  5DA 000436E0 RtlUpcaseUnicodeString
       1508  5DB 000EBA10 RtlUpcaseUnicodeStringToAnsiString
       1509  5DC 000EBB20 RtlUpcaseUnicodeStringToCountedOemString
       1510  5DD 000632C0 RtlUpcaseUnicodeStringToOemString
       1511  5DE 000E6560 RtlUpcaseUnicodeToCustomCPN
       1512  5DF 00063AE0 RtlUpcaseUnicodeToMultiByteN
       1513  5E0 00063A80 RtlUpcaseUnicodeToOemN
       1514  5E1 00066F50 RtlUpdateClonedCriticalSection
       1515  5E2 000E90A0 RtlUpdateClonedSRWLock
       1516  5E3 000843F0 RtlUpdateTimer
       1517  5E4 00071D60 RtlUpperChar
       1518  5E5 000EBDC0 RtlUpperString
       1519  5E6 000803E0 RtlUserFiberStart
       1520  5E7 0006A250 RtlUserThreadStart
       1521  5E8 00036080 RtlValidAcl
       1522  5E9 000E4380 RtlValidProcessProtection
       1523  5EA 000369A0 RtlValidRelativeSecurityDescriptor
       1524  5EB 000362F0 RtlValidSecurityDescriptor
       1525  5EC 000363F0 RtlValidSid
       1526  5ED 000F7D00 RtlValidateCorrelationVector
       1527  5EE 00067020 RtlValidateHeap
       1528  5EF 000F26F0 RtlValidateProcessHeaps
       1529  5F0 0007B000 RtlValidateUnicodeString
       1530  5F1 0007BC30 RtlVerifyVersionInfo
       1531  5F2 000052B0 RtlVirtualUnwind
       1532  5F3 00022C60 RtlWaitForWnfMetaNotification
       1533  5F4 000881F0 RtlWaitOnAddress
       1534  5F5 00023910 RtlWakeAddressAll
       1535  5F6 000FECF0 RtlWakeAddressAllNoFence
       1536  5F7 00022DD0 RtlWakeAddressSingle
       1537  5F8 000FED00 RtlWakeAddressSingleNoFence
       1538  5F9 0006A8B0 RtlWakeAllConditionVariable
       1539  5FA 0007D1E0 RtlWakeConditionVariable
       1540  5FB 00003730 RtlWalkFrameChain
       1541  5FC 000F2820 RtlWalkHeap
       1542  5FD 000F4A50 RtlWeaklyEnumerateEntryHashTable
       1543  5FE 000DE370 RtlWerpReportException
       1544  5FF 000DF870 RtlWnfCompareChangeStamp
       1545  600 00088B50 RtlWnfDllUnloadCallback
       1546  601 00088B30 RtlWow64CallFunction64
       1547  602 00088B30 RtlWow64EnableFsRedirection
       1548  603 00088B30 RtlWow64EnableFsRedirectionEx
       1549  604 00003440 RtlWow64GetCpuAreaInfo
       1550  605 000033C0 RtlWow64GetCurrentCpuArea
       1551  606 00002E30 RtlWow64GetCurrentMachine
       1552  607 00085E20 RtlWow64GetEquivalentMachineCHPE
       1553  608 0007D4E0 RtlWow64GetProcessMachines
       1554  609 000DD170 RtlWow64GetSharedInfoProcess
       1555  60A 000DD1F0 RtlWow64GetThreadContext
       1556  60B 000DD220 RtlWow64GetThreadSelectorEntry
       1557  60C 000822F0 RtlWow64IsWowGuestMachineSupported
       1558  60D 000D8850 RtlWow64LogMessageInEventLogger
       1559  60E 000FED30 RtlWow64PopAllCrossProcessWork
       1560  60F 000FEE00 RtlWow64PopCrossProcessWork
       1561  610 000FEE90 RtlWow64PushCrossProcessWork
       1562  611 000DD3C0 RtlWow64SetThreadContext
       1563  612 000DD3E0 RtlWow64SuspendThread
       1564  613 000D7760 RtlWriteMemoryStream
       1565  614 000F8030 RtlWriteNonVolatileMemory
       1566  615 0008E0F0 RtlWriteRegistryValue
       1567  616 000F51F0 RtlZeroHeap
       1568  617 0008A4B0 RtlZeroMemory
       1569  618 000E0890 RtlZombifyActivationContext
       1570  619 00080760 RtlpApplyLengthFunction
       1571  61A 0006E0E0 RtlpCheckDynamicTimeZoneInformation
       1572  61B 000EF270 RtlpCleanupRegistryKeys
       1573  61C 000EA110 RtlpConvertAbsoluteToRelativeSecurityAttribute
       1574  61D 000EF780 RtlpConvertCultureNamesToLCIDs
       1575  61E 000EF990 RtlpConvertLCIDsToCultureNames
       1576  61F 000EA520 RtlpConvertRelativeToAbsoluteSecurityAttribute
       1577  620 00034550 RtlpCreateProcessRegistryInfo
       1578  621 00072CA0 RtlpEnsureBufferSize
       1579  622 000A4151 RtlpExecuteUmsThread
